State,City,Population,ViolentCrime,VCRate,Relativity,CityRisk
GEORGIA,Gainesville,37777.71429,140.8571429,0.003728578,0.666385805,Low
GEORGIA,Griffin,23207.42857,229.7142857,0.009898308,1.769063908,High
GEORGIA,Grovetown,13350.25,12,0.00089886,0.160647654,Low
GEORGIA,Hinesville,34439,152.5,0.004428119,0.791410579,Default
GEORGIA,Holly Springs,10678.42857,7.571428571,0.00070904,0.126722293,Low
GEORGIA,Jefferson,10206.85714,11.71428571,0.001147688,0.205119201,Low
GEORGIA,Jesup,10099.28571,52.14285714,0.005163024,0.922755635,Default
GEORGIA,Johns Creek,84023.42857,32.42857143,0.000385947,0.068977898,Low
GEORGIA,Kennesaw,33134.5,49.75,0.001501456,0.268346048,Low
GEORGIA,Kingsland,16446.8,60.8,0.003696768,0.660700611,Low
GEORGIA,LaGrange,30708.42857,126.7142857,0.004126368,0.737480475,Low
GEORGIA,Lawrenceville,30427.2,80.6,0.002648946,0.473429802,Low
GEORGIA,Lilburn,12652.375,38,0.003003389,0.536777226,Low
GEORGIA,Loganville,11296.71429,12.42857143,0.001100193,0.196630828,Low
GEORGIA,Macon,92006.5,583,0.006336509,1.13248533,Default
GEORGIA,Marietta,60189.5,303,0.005034101,0.899713906,Default
GEORGIA,McDonough,23874.5,57.125,0.00239272,0.427636206,Low
GEORGIA,Milledgeville,19048.28571,71.71428571,0.003764868,0.67287179,Low
GEORGIA,Milton,37755.375,10.875,0.000288038,0.051479346,Low
GEORGIA,Monroe,13609.66667,100.6666667,0.007396703,1.321967383,High
GEORGIA,Moultrie,14427,79.28571429,0.005495648,0.982203442,Default
GEORGIA,Newnan,37279.5,184.125,0.004939042,0.882724582,Default
GEORGIA,Norcross,15622.14286,85.57142857,0.005477573,0.978973008,Default
GEORGIA,Peachtree City,35155.14286,16.71428571,0.000475444,0.084973106,Low
GEORGIA,Perry,14946,34,0.002274856,0.406571076,Low
GEORGIA,Pooler,22985.375,36.25,0.00157709,0.281863576,Low
GEORGIA,Powder Springs,14750.42857,89.57142857,0.006072463,1.085294,Default
GEORGIA,Richmond Hill,11210.25,15.25,0.001360362,0.24312918,Low
GEORGIA,Riverdale,15830.66667,87.33333333,0.005516719,0.985969254,Default
GEORGIA,Rome,36246,212,0.005848921,1.045341796,Default
GEORGIA,Roswell,95045.57143,126,0.00132568,0.236930625,Low
GEORGIA,Sandy Springs,104873.875,149.625,0.001426714,0.254987792,Low
GEORGIA,Savannah-Chatham Metropolitan,238549.5714,1014.857143,0.004254282,0.760341705,Low
GEORGIA,Smyrna,55385.57143,167.5714286,0.003025543,0.540736731,Low
GEORGIA,Snellville,19677.125,46.375,0.002356798,0.42121596,Low
GEORGIA,St. Marys,17491,75.5,0.004316506,0.771462556,Default
GEORGIA,Statesboro,30855.28571,93.85714286,0.00304185,0.543651133,Low
GEORGIA,Suwanee,18857.25,25,0.00132575,0.236943168,Low
GEORGIA,Thomasville,18651.875,53,0.002841537,0.507850534,Low
GEORGIA,Tifton,16789.66667,152,0.009053187,1.618020628,High
GEORGIA,Union City,20807,229.6,0.011034748,1.972172764,High
GEORGIA,Valdosta,56522,213,0.003768444,0.673510891,Low
GEORGIA,Vidalia,10673,69.57142857,0.006518451,1.165002754,Default
GEORGIA,Villa Rica,14855.28571,53.14285714,0.00357737,0.639361426,Low
GEORGIA,Warner Robins,73832.375,399.875,0.005415985,0.967965669,Default
GEORGIA,Waycross,14163.33333,77.5,0.005471876,0.977954763,Default
GEORGIA,Winder,15037.5,81.5,0.005419784,0.968644705,Default
GEORGIA,Woodstock,29563.625,33.75,0.001141606,0.204032162,Low
HAWAII,Honolulu,988436.8,2659.4,0.002690511,1,Default
IDAHO,Blackfoot,11866.125,36.5,0.003075983,1.134906267,Default
IDAHO,Boise,221001,631.875,0.00285915,1.054904106,Default
IDAHO,Caldwell,52138.5,145.5,0.002790644,1.029628391,Default
IDAHO,Chubbuck,14548.14286,35.71428571,0.002454903,0.905754417,Default
IDAHO,Coeur d'Alene,49067.25,205.5,0.00418813,1.545240764,High
IDAHO,Garden City,11616.625,65.875,0.005670752,2.092265081,High
IDAHO,Idaho Falls,59751.625,175.25,0.002932975,1.082142253,Default
IDAHO,Jerome,11345.625,35.625,0.003139977,1.158517229,Default
IDAHO,Lewiston,32643.25,53.375,0.001635101,0.603282247,Low
IDAHO,Meridian,93058.5,121.125,0.001301601,0.48023498,Low
IDAHO,Moscow,25112.625,19.625,0.000781479,0.288332503,Low
IDAHO,Mountain Home,13879.125,40.25,0.002900039,1.069990314,Default
IDAHO,Nampa,90467.25,269.5,0.002978979,1.099115745,Default
IDAHO,Pocatello,55072.85714,203.5714286,0.003696402,1.363814379,High
IDAHO,Post Falls,31361.5,62,0.001976946,0.729408654,Low
IDAHO,Rexburg,27641.625,8.5,0.000307507,0.113457028,Low
IDAHO,Twin Falls,47627,168.125,0.003530035,1.302432185,High
ILLINOIS,Addison,37129.875,61.125,0.001646248,0.464750195,Low
ILLINOIS,Algonquin,30642.875,21.375,0.000697552,0.19692498,Low
ILLINOIS,Alsip,19270.125,32.375,0.001680062,0.474295977,Low
ILLINOIS,Alton,26959.5,156.625,0.00580964,1.640111772,High
ILLINOIS,Antioch,14332.25,18.625,0.001299517,0.366864849,Low
ILLINOIS,Arlington Heights,75810.25,41.375,0.000545771,0.154075744,Low
ILLINOIS,Aurora,200709.375,572.25,0.002851137,0.804900761,Default
ILLINOIS,Barrington,10332.42857,2.571428571,0.00024887,0.070258075,Low
ILLINOIS,Bartlett,41440.5,23,0.000555013,0.156684864,Low
ILLINOIS,Batavia,26446,30.375,0.001148567,0.324250376,Low
ILLINOIS,Belleville,41502.4,219.8,0.005296079,1.495129022,High
ILLINOIS,Bellwood,19139.16667,118.5,0.006191492,1.747911828,High
ILLINOIS,Belvidere,25122.4,57.4,0.002284814,0.645022645,Low
ILLINOIS,Bensenville,18398.5,21,0.001141397,0.322226366,Low
ILLINOIS,Berwyn,56077.28571,139,0.002478722,0.699764669,Low
ILLINOIS,Bloomingdale,22140.83333,17.66666667,0.000797922,0.225260398,Low
ILLINOIS,Bloomington,78357.75,347.375,0.004433193,1.251528656,High
ILLINOIS,Blue Island,23499.66667,115.5,0.004914963,1.387536695,High
ILLINOIS,Bolingbrook,74559.125,147.375,0.001976619,0.558016718,Low
ILLINOIS,Bourbonnais,18678.5,34.66666667,0.001855966,0.523955355,Low
ILLINOIS,Bradley,15578.625,34.625,0.002222597,0.627458279,Low
ILLINOIS,Bridgeview,16378.14286,43.14285714,0.002634173,0.743649762,Low
ILLINOIS,Brookfield,18964.4,20.4,0.0010757,0.303679346,Low
ILLINOIS,Buffalo Grove,41480.625,8.25,0.000198888,0.056147814,Low
ILLINOIS,Burbank,29013.25,57.5,0.001981853,0.559494291,Low
ILLINOIS,Burr Ridge,10790.625,3.75,0.000347524,0.098109003,Low
ILLINOIS,Cahokia,14417.5,62.375,0.00432634,1.221363097,High
ILLINOIS,Calumet City,36817,206.8333333,0.005617876,1.58597497,High
ILLINOIS,Campton Hills,11315.875,3,0.000265114,0.074844055,Low
ILLINOIS,Canton,14203.85714,28.85714286,0.002031641,0.573549927,Low
ILLINOIS,Carbondale,26058.625,167,0.006408627,1.809210795,High
ILLINOIS,Carol Stream,40203.5,40,0.000994938,0.280879681,Low
ILLINOIS,Carpentersville,38295.5,30.375,0.000793174,0.223919924,Low
ILLINOIS,Cary,17936.125,14.625,0.000815394,0.230192648,Low
ILLINOIS,Centralia,12559.5,130.8333333,0.010417081,2.940832244,High
ILLINOIS,Champaign,85685.375,661.375,0.007718645,2.179040329,High
ILLINOIS,Channahon,12705.25,5.142857143,0.000404782,0.114273477,Low
ILLINOIS,Charleston,21319,43.125,0.002022843,0.571066223,Low
ILLINOIS,Chatham,12535.16667,13.83333333,0.001103562,0.3115451,Low
ILLINOIS,Chicago,2717411.375,26917.33333,0.009905506,2.796409951,High
ILLINOIS,Chicago Heights,30126,225.5714286,0.0074876,2.113814212,High
ILLINOIS,Chicago Ridge,14321.25,21,0.001466352,0.41396399,Low
ILLINOIS,Cicero,83399,296.875,0.003559695,1.004932702,Default
ILLINOIS,Collinsville,24863.83333,49.66666667,0.001997547,0.563924708,Low
ILLINOIS,Columbia,10174,8.285714286,0.000814401,0.229912411,Low
ILLINOIS,Country Club Hills,16755.125,58.875,0.00351385,0.99199034,Default
ILLINOIS,Crest Hill,20939.75,38.625,0.001844578,0.520740308,Low
ILLINOIS,Crestwood,11002,16,0.001454281,0.410556127,Low
ILLINOIS,Crystal Lake,40347.375,50,0.001239238,0.349847613,Low
ILLINOIS,Danville,31800.14286,467.2857143,0.014694453,4.148371371,Very High
ILLINOIS,Darien,22220.125,13.125,0.000590681,0.166754288,Low
ILLINOIS,De Kalb,43361.625,209.125,0.004822813,1.361521802,High
ILLINOIS,Decatur,73296.875,375.625,0.005124707,1.446749116,High
ILLINOIS,Deerfield,18689.25,5,0.000267533,0.075527016,Low
ILLINOIS,Des Plaines,58716.375,53.125,0.000904773,0.255425295,Low
ILLINOIS,Dixon,15219.75,23.5,0.001544046,0.435897661,Low
ILLINOIS,Dolton,23286.5,139.5,0.005990595,1.691196942,High
ILLINOIS,Downers Grove,49505.875,34.5,0.000696887,0.196737229,Low
ILLINOIS,East Moline,21287.33333,78.5,0.003687639,1.041052404,Default
ILLINOIS,East Peoria,23094.125,90.125,0.003902508,1.101711698,Default
ILLINOIS,East St. Louis,26683.14286,755.5714286,0.028316433,7.993974175,Very High
ILLINOIS,Edwardsville,24849.875,21.125,0.000850105,0.239991967,Low
ILLINOIS,Effingham,12612,37.875,0.003003092,0.847798951,Default
ILLINOIS,Elgin,111607.625,236.625,0.002120151,0.598536936,Low
ILLINOIS,Elk Grove Village,33108.25,26.25,0.000792854,0.223829476,Low
ILLINOIS,Elmhurst,46122.75,24.375,0.000528481,0.149194779,Low
ILLINOIS,Elmwood Park,24757.5,40,0.001615672,0.456118197,Low
ILLINOIS,Evanston,75220.75,150.75,0.002004101,0.565775135,Low
ILLINOIS,Evergreen Park,19753.25,40.5,0.002050296,0.578816174,Low
ILLINOIS,Fairview Heights,16758.75,42.875,0.002558365,0.722248595,Low
ILLINOIS,Forest Park,14079.5,53.75,0.003817607,1.077743548,Default
ILLINOIS,Fox Lake,10520.85714,20.42857143,0.001941721,0.548164705,Low
ILLINOIS,Frankfort,18656.875,9,0.000482396,0.136184538,Low
ILLINOIS,Franklin Park,18213.33333,30.66666667,0.001683748,0.475336684,Low
ILLINOIS,Freeport,24455.28571,51.14285714,0.00209128,0.590386531,Low
ILLINOIS,Galesburg,31278.42857,123.2857143,0.003941557,1.112735708,Default
ILLINOIS,Geneva,21854.5,8.375,0.000383216,0.108185271,Low
ILLINOIS,Glen Carbon,12952,7.875,0.000608014,0.171647674,Low
ILLINOIS,Glen Ellyn,27936.625,19.875,0.000711432,0.200843321,Low
ILLINOIS,Glendale Heights,34364.5,30.5,0.000887544,0.250561307,Low
ILLINOIS,Glenview,46816.875,33.375,0.000712884,0.201253318,Low
ILLINOIS,Godfrey,17855.25,20,0.001120119,0.316219215,Low
ILLINOIS,Granite City,28963.5,201,0.006939769,1.959156869,High
ILLINOIS,Grayslake,20991.75,27,0.00128622,0.363110923,Low
ILLINOIS,Gurnee,31033.25,34.5,0.001111711,0.31384559,Low
ILLINOIS,Hanover Park,38258.625,40,0.001045516,0.295158184,Low
ILLINOIS,Harvey,25387.5,346,0.013628754,3.847515319,Very High
ILLINOIS,Hazel Crest,14031.875,61.375,0.00437397,1.234809588,High
ILLINOIS,Herrin,12873.25,43.625,0.00338881,0.956690435,Default
ILLINOIS,Hickory Hills,14069.375,17.25,0.001226067,0.3461294,Low
ILLINOIS,Highland Park,29796.625,23.625,0.000792875,0.223835485,Low
ILLINOIS,Hinsdale,17533.125,3.25,0.000185363,0.052329698,Low
ILLINOIS,Hoffman Estates,52004,53.5,0.001028767,0.290429835,Low
ILLINOIS,Homer Glen,24461.375,5.75,0.000235064,0.066360733,Low
ILLINOIS,Homewood,19280.25,35.5,0.001841262,0.519804323,Low
ILLINOIS,Huntley,26201.125,6,0.000228998,0.064648061,Low
ILLINOIS,Jacksonville,18951.875,57.75,0.003047192,0.860248652,Default
ILLINOIS,Joliet,148212.25,535.5,0.003613062,1.019998587,Default
ILLINOIS,Justice,12918.2,10.6,0.000820548,0.231647734,Low
ILLINOIS,Kankakee,26657,219,0.008215478,2.319300588,High
ILLINOIS,Kewanee,12545.125,41.625,0.003318022,0.936706316,Default
ILLINOIS,La Grange,15662.75,13,0.000829995,0.234314698,Low
ILLINOIS,La Grange Park,13550.125,4.25,0.00031365,0.088546179,Low
ILLINOIS,Lake Forest,19430,6.4,0.000329388,0.092988955,Low
ILLINOIS,Lake in the Hills,28925.85714,21.57142857,0.000745749,0.210531394,Low
ILLINOIS,Lake Zurich,19996.25,7,0.000350066,0.09882656,Low
ILLINOIS,Lansing,28200.85714,98.57142857,0.003495334,0.986763184,Default
ILLINOIS,Lemont,16805.875,11.125,0.000661971,0.186880112,Low
ILLINOIS,Libertyville,20441.66667,10,0.000489197,0.13810452,Low
ILLINOIS,Lincoln,14008.625,49.5,0.003533537,0.997548189,Default
ILLINOIS,Lincolnwood,12589.125,13.75,0.001092213,0.30834105,Low
ILLINOIS,Lindenhurst,14439.75,6.875,0.000476116,0.134411746,Low
ILLINOIS,Lisle,22959.71429,12.85714286,0.000559987,0.158089194,Low
ILLINOIS,Lockport,25240.5,15.625,0.000619045,0.174761703,Low
ILLINOIS,Lombard,43952,44.625,0.001015312,0.286631411,Low
ILLINOIS,Loves Park,23459.42857,75.42857143,0.003215277,0.907700654,Default
ILLINOIS,Lyons,10682,13.375,0.001252106,0.353480461,Low
ILLINOIS,Machesney Park,22935,62,0.002703292,0.763162708,Low
ILLINOIS,Macomb,18591.875,58.875,0.003166706,0.893988484,Default
ILLINOIS,Marion,17349,7,0.000403481,0.113906311,Low
ILLINOIS,Matteson,19216,99.85714286,0.005196562,1.467034546,High
ILLINOIS,Mattoon,18088.5,73.625,0.004070266,1.149071224,Default
ILLINOIS,Maywood,23905.875,191.25,0.008000125,2.25850468,High
ILLINOIS,McHenry,26742.75,39.125,0.001463013,0.413021331,Low
ILLINOIS,Melrose Park,25344.875,55,0.002170064,0.612627843,Low
ILLINOIS,Midlothian,14782.125,32,0.002164777,0.611135206,Low
ILLINOIS,Minooka,11095.33333,5,0.00045064,0.127219547,Low
ILLINOIS,Mokena,19804.875,11.125,0.00056173,0.158581349,Low
ILLINOIS,Moline,42561.375,187.375,0.004402466,1.24285422,High
ILLINOIS,Montgomery,19503.5,22.75,0.001166457,0.329300994,Low
ILLINOIS,Morris,14352.625,18.625,0.001297672,0.366344047,Low
ILLINOIS,Morton,16377.25,17.375,0.001060923,0.299507726,Low
ILLINOIS,Morton Grove,23343.5,16.125,0.00069077,0.195010478,Low
ILLINOIS,Mount Prospect,54502,28.25,0.00051833,0.146328934,Low
ILLINOIS,Mount Vernon,15089.75,202.5,0.013419705,3.788499011,Very High
ILLINOIS,Mundelein,31446.375,21.25,0.000675754,0.190771081,Low
ILLINOIS,Naperville,146304.7143,113.5714286,0.000776266,0.219146714,Low
ILLINOIS,New Lenox,25843.875,27,0.001044735,0.294937726,Low
ILLINOIS,Niles,29784.42857,30.14285714,0.001012034,0.285705985,Low
ILLINOIS,Normal,54515.5,124.25,0.002279168,0.643428944,Low
ILLINOIS,Norridge,14562.5,14.75,0.001012876,0.285943532,Low
ILLINOIS,North Aurora,17582.625,23.625,0.001343656,0.379325727,Low
ILLINOIS,North Chicago,30343.33333,77,0.002537625,0.716393493,Low
ILLINOIS,Northbrook,33517.5,9.25,0.000275975,0.077910198,Low
ILLINOIS,Northlake,12354.75,13.25,0.001072462,0.302765309,Low
ILLINOIS,Oak Forest,27951.375,37.75,0.00135056,0.381274688,Low
ILLINOIS,Oak Lawn,56580.5,83,0.001466936,0.414128869,Low
ILLINOIS,Oak Park,52150.33333,134.2,0.00257333,0.726473242,Low
ILLINOIS,O'Fallon,29170,46.875,0.001606959,0.453658494,Low
ILLINOIS,Orland Park,58582.125,23.375,0.000399012,0.112644682,Low
ILLINOIS,Oswego,33823.5,21.625,0.000639348,0.180493583,Low
ILLINOIS,Ottawa,18337.125,22.25,0.001213385,0.342549206,Low
ILLINOIS,Palatine,69024.25,35.25,0.00051069,0.144172231,Low
ILLINOIS,Palos Heights,12553.625,4.714285714,0.000375532,0.106015885,Low
ILLINOIS,Palos Hills,17502.25,14.75,0.000842749,0.237915279,Low
ILLINOIS,Park Forest,21868.5,73.875,0.003378147,0.953680042,Default
ILLINOIS,Park Ridge,37622.85714,15.42857143,0.000410085,0.115770561,Low
ILLINOIS,Pekin,33324,127.375,0.00382232,1.079074095,Default
ILLINOIS,Peoria,114629.5,874.25,0.007626745,2.153096218,High
ILLINOIS,Plainfield,42641.125,40.75,0.00095565,0.269788326,Low
ILLINOIS,Plano,11349.75,4.333333333,0.0003818,0.107785415,Low
ILLINOIS,Pontiac,11671.16667,38.16666667,0.003270167,0.923196515,Default
ILLINOIS,Prospect Heights,16303.5,19.125,0.001173061,0.331165275,Low
ILLINOIS,Quincy,40604.875,213.5,0.005257989,1.484375907,High
ILLINOIS,Rantoul,12916,71.125,0.005506736,1.554599194,High
ILLINOIS,Richton Park,13643.75,48.875,0.003582226,1.011293492,Default
ILLINOIS,River Forest,11144.625,16.75,0.001502967,0.424300503,Low
ILLINOIS,River Grove,10201.71429,12.85714286,0.001260292,0.355791451,Low
ILLINOIS,Riverdale,13455.66667,141.6666667,0.010528402,2.972258999,Very High
ILLINOIS,Rock Island,38431.25,159.75,0.004156773,1.173493131,High
ILLINOIS,Rockford,148289.5,2107.125,0.014209536,4.01147504,Very High
ILLINOIS,Rolling Meadows,24129.5,18.625,0.000771877,0.217907488,Low
ILLINOIS,Romeoville,39731.16667,49.83333333,0.001254263,0.35408931,Low
ILLINOIS,Roscoe,10553.14286,9.571428571,0.000906974,0.256046675,Low
ILLINOIS,Roselle,22932.625,12.75,0.000555976,0.156956972,Low
ILLINOIS,Round Lake,18442.875,21.375,0.001158984,0.327191261,Low
ILLINOIS,Round Lake Beach,27838.375,38.75,0.001391963,0.392963326,Low
ILLINOIS,Sauk Village,10478.85714,157.3333333,0.01501436,4.238683795,Very High
ILLINOIS,Schaumburg,74557.625,69.25,0.000928812,0.262211604,Low
ILLINOIS,Schiller Park,11758.375,16.125,0.001371363,0.387147636,Low
ILLINOIS,Shiloh,13052.375,21.75,0.001666363,0.470428813,Low
ILLINOIS,Shorewood,16826.875,17.375,0.001032574,0.291504686,Low
ILLINOIS,Skokie,64576.875,160,0.002477667,0.699466876,Low
ILLINOIS,South Elgin,22529,25.875,0.00114852,0.324237049,Low
ILLINOIS,South Holland,21954.125,72.5,0.003302341,0.93227936,Default
ILLINOIS,Springfield,116204.75,1149,0.00988772,2.791388875,High
ILLINOIS,St. Charles,33222.125,33.5,0.001008364,0.28466993,Low
ILLINOIS,Sterling,14947.875,34,0.002274571,0.642131027,Low
ILLINOIS,Streamwood,40165.2,45.2,0.001125352,0.317696695,Low
ILLINOIS,Streator,13249,30.5,0.002302061,0.649891616,Low
ILLINOIS,Summit,11390.75,42.5,0.003731098,1.053321151,Default
ILLINOIS,Swansea,13566.14286,20.14285714,0.001484789,0.419168735,Low
ILLINOIS,Sycamore,17775,16.375,0.000921238,0.260073376,Low
ILLINOIS,Taylorville,10850.5,13.875,0.001278743,0.361000194,Low
ILLINOIS,Tinley Park,56982.875,42.5,0.000745838,0.210556556,Low
ILLINOIS,Troy,10106,14.28571429,0.001413587,0.39906796,Low
ILLINOIS,Urbana,41943,142.4285714,0.003395765,0.958653855,Default
ILLINOIS,Vernon Hills,26171.375,15,0.000573145,0.161803873,Low
ILLINOIS,Villa Park,21956.875,27.5,0.001252455,0.353578916,Low
ILLINOIS,Warrenville,13313.625,9.5,0.000713555,0.201442675,Low
ILLINOIS,Washington,16313,17.75,0.001088089,0.307177015,Low
ILLINOIS,Waterloo,10209.5,5.666666667,0.000555039,0.156692204,Low
ILLINOIS,Wauconda,13802.66667,6.666666667,0.000482998,0.136354645,Low
ILLINOIS,Waukegan,88277.75,387.125,0.004385307,1.238010016,High
ILLINOIS,West Chicago,27382.625,29.75,0.001086455,0.306715756,Low
ILLINOIS,Westchester,16649.75,16.625,0.000998513,0.281889002,Low
ILLINOIS,Western Springs,13362.71429,2.5,0.000187088,0.052816488,Low
ILLINOIS,Westmont,24886.75,20.875,0.0008388,0.236800434,Low
ILLINOIS,Wheaton,53544.125,31,0.000578962,0.163445912,Low
ILLINOIS,Wheeling,38292,38.25,0.000998903,0.281999011,Low
ILLINOIS,Wilmette,27378.42857,9.285714286,0.000339162,0.095748283,Low
ILLINOIS,Winnetka,12451.75,3.875,0.000311201,0.087854803,Low
ILLINOIS,Wood Dale,13886.875,8.875,0.000639093,0.180421393,Low
ILLINOIS,Wood River,10344,35.83333333,0.003464166,0.977964056,Default
ILLINOIS,Woodridge,33501.14286,35.85714286,0.001070326,0.302162284,Low
ILLINOIS,Woodstock,25188.5,27.25,0.001081843,0.305413617,Low
ILLINOIS,Worth,10753.125,16.125,0.001499564,0.423339921,Low
ILLINOIS,Yorkville,18671.25,16.75,0.000897101,0.253259423,Low
ILLINOIS,Zion,24118.75,147.25,0.006105209,1.723553239,High
INDIANA,Anderson,55279.5,232.75,0.004210422,0.684057584,Low
INDIANA,Auburn,12921,9.5,0.000735237,0.119452311,Low
INDIANA,Avon,15100.5,56.75,0.003758154,0.610578654,Low
INDIANA,Bedford,13349.625,24.75,0.001853985,0.301212656,Low
INDIANA,Beech Grove,14554.16667,28.6,0.001965073,0.319260925,Low
INDIANA,Bloomington,83823.42857,344.1428571,0.004105569,0.6670224,Low
INDIANA,Bluffton,10017,6.571428571,0.000656028,0.106583308,Low
INDIANA,Brownsburg,24644.25,33.85714286,0.001373835,0.2232039,Low
INDIANA,Carmel,89499.75,21.375,0.000238827,0.038801756,Low
INDIANA,Cedar Lake,11986.28571,13.66666667,0.001140192,0.185244386,Low
INDIANA,Chesterton,13534,11,0.000812768,0.132048536,Low
INDIANA,Clarksville,21879.57143,118,0.005393159,0.876214176,Default
INDIANA,Columbus,46707.125,61.14285714,0.001309069,0.212681479,Low
INDIANA,Crawfordsville,16071.5,75.14285714,0.004675535,0.759623463,Low
INDIANA,Crown Point,29320,7.8,0.00026603,0.043221289,Low
INDIANA,Dyer,16126,8,0.000496093,0.08059914,Low
INDIANA,East Chicago,28784.85714,213.1428571,0.007404687,1.203022593,High
INDIANA,Elkhart,52085.2,705.25,0.013540315,2.199864025,High
INDIANA,Evansville,119376,679.75,0.005694193,0.925122562,Default
INDIANA,Fishers,88757.75,29.25,0.000329549,0.053541023,Low
INDIANA,Fort Wayne,261653.75,958.75,0.003664194,0.595313173,Low
INDIANA,Frankfort,16051.66667,28.8,0.001794206,0.291500587,Low
INDIANA,Franklin,24692.125,94.75,0.003837256,0.623430192,Low
INDIANA,Gary,77139.625,562.125,0.007287111,1.18392027,High
INDIANA,Goshen,32679.14286,40.83333333,0.001249523,0.203007113,Low
INDIANA,Greenwood,55848.625,191.375,0.003426673,0.556723812,Low
INDIANA,Greenfield,21610.42857,46.42857143,0.002148434,0.349051107,Low
INDIANA,Greensburg,11697.33333,32,0.002735666,0.444457451,Low
INDIANA,Griffith,16297.28571,22,0.001349918,0.219318103,Low
INDIANA,Hammond,77684.25,522.875,0.006730772,1.093533216,Default
INDIANA,Highland,22934,19.16666667,0.000835732,0.135779392,Low
INDIANA,Hobart,28359.375,69.875,0.002463912,0.400306133,Low
INDIANA,Huntington,17378.5,29,0.001668729,0.271114527,Low
INDIANA,Indianapolis,860786.5714,11000.85714,0.012780006,2.076338327,High
INDIANA,Jasper,15412.28571,33.57142857,0.002178225,0.35389127,Low
INDIANA,Jeffersonville,46823.125,184.375,0.003937691,0.639747676,Low
INDIANA,Kokomo,55994,321.75,0.005746151,0.933564097,Default
INDIANA,La Porte,21871.875,70.375,0.003217603,0.522756536,Low
INDIANA,Lafayette,70938.375,379,0.005342665,0.868010649,Default
INDIANA,Lake Station,12124.57143,28.85714286,0.002380055,0.38668205,Low
INDIANA,Lawrence,49262.5,194,0.003938087,0.63981197,Low
INDIANA,Logansport,17942.6,19.6,0.001092372,0.177475241,Low
INDIANA,Marion,28921.75,100.125,0.003461927,0.562451449,Low
INDIANA,Martinsville,11891.5,12,0.001009124,0.1639501,Low
INDIANA,Merrillville,35337.71429,78.5,0.002221423,0.360909472,Low
INDIANA,Michigan City,31402.8,143.4,0.004566472,0.741904247,Low
INDIANA,Mishawaka,48393.28571,129.5714286,0.002677467,0.435001962,Low
INDIANA,Muncie,69665.16667,256.6666667,0.00368429,0.598578163,Low
INDIANA,Munster,22915.42857,20.42857143,0.000891477,0.14483619,Low
INDIANA,New Albany,36683,99,0.002698798,0.43846752,Low
INDIANA,New Castle,18094,11,0.000607936,0.098770028,Low
INDIANA,New Haven,15561,32.5,0.002088555,0.339322718,Low
INDIANA,Noblesville,63136.33333,45.5,0.000720663,0.117084423,Low
INDIANA,Peru,11051,30,0.002714686,0.441048912,Low
INDIANA,Plainfield,31488.5,65.875,0.002092034,0.339887924,Low
INDIANA,Portage,36844.5,65.33333333,0.001773218,0.288090693,Low
INDIANA,Schererville,28054,20,0.000712911,0.115824993,Low
INDIANA,Seymour,19297.25,64.125,0.003323012,0.539882231,Low
INDIANA,Shelbyville,19180.375,174,0.009071773,1.473870184,High
INDIANA,South Bend,101502.625,902.375,0.008890164,1.44436468,High
INDIANA,Speedway,12117.625,37.375,0.00308435,0.501107349,Low
INDIANA,St. John,16746.85714,4.142857143,0.000247381,0.040191454,Low
INDIANA,Terre Haute,61055.8,175.2,0.002869506,0.466202131,Low
INDIANA,Valparaiso,32662,35.83333333,0.001097096,0.178242602,Low
INDIANA,Vincennes,17909.33333,20.66666667,0.001153961,0.187481359,Low
INDIANA,Warsaw,14270.66667,74.25,0.00520298,0.845316361,Default
INDIANA,Washington,11898,43.25,0.003635065,0.590580667,Low
INDIANA,West Lafayette,39192.125,44.5,0.001135432,0.184471075,Low
INDIANA,Westfield,36954.75,23.75,0.000642678,0.104414406,Low
INDIANA,Zionsville,25963.85714,13,0.000500696,0.08134694,Low
IOWA,Altoona,16499.66667,23.66666667,0.001434372,0.381381121,Low
IOWA,Ames,64198.85714,100.7142857,0.001568786,0.417120032,Low
IOWA,Ankeny,54347.5,86.16666667,0.001585476,0.421557664,Low
IOWA,Bettendorf,35420.42857,67,0.001891564,0.50294241,Low
IOWA,Boone,12602,57.14285714,0.004534428,1.205645816,High
IOWA,Burlington,25511.6,189.6,0.007431913,1.976049883,High
IOWA,Cedaar Rapids,128401,356,0.002772564,0.737189022,Low
IOWA,Cedar Falls,40880.5,57.5,0.001406539,0.373980462,Low
IOWA,Cedar Rapids,130745.3333,373.3333333,0.002855424,0.759220347,Low
IOWA,Clinton,26056.14286,190.2857143,0.007302912,1.941750053,High
IOWA,Clive,17053.66667,20.16666667,0.001182541,0.314422501,Low
IOWA,Coralville,20571,46,0.002236158,0.594565486,Low
IOWA,Council Bluffs,62345.85714,374.1428571,0.006001086,1.595611383,High
IOWA,Davenport,102485.2857,676.1428571,0.006597463,1.754180245,High
IOWA,Des Moines,211515.1429,1340,0.006335244,1.684459606,High
IOWA,Dubuque,58502.42857,151.2857143,0.002585973,0.687576924,Low
IOWA,Fort Dodge,24509,149.2857143,0.006091057,1.619533464,High
IOWA,Fort Madison,10774.5,59.5,0.005522298,1.468307806,High
IOWA,Indianola,15566,91.83333333,0.00589961,1.568630264,High
IOWA,Iowa City,73694.42857,191.4285714,0.002597599,0.690668056,Low
