NAICS Code,NAICS Title,Valid From,Valid To,tblBeazOccMap,tblPCL_NAICSMap,tblEPL_COBMap,NAICS_Key,SIC_Code
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing - 326113,3081
326121,Unlaminated Plastics Profile Shape Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Unlaminated Plastics Profile Shape Manufacturing - 326121,3082
326122,Plastics Pipe and Pipe Fitting Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Plastics Pipe and Pipe Fitting Manufacturing - 326122,3084
326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing - 326130",3083
326140,Polystyrene Foam Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Polystyrene Foam Product Manufacturing - 326140,3086
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Urethane and Other Foam Product (except Polystyrene) Manufacturing - 326150,3086
326160,Plastics Bottle Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Plastics Bottle Manufacturing - 326160,3085
326191,Plastics Plumbing Fixture Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Plastics Plumbing Fixture Manufacturing - 326191,3088
326199,All Other Plastics Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Plastics Product Manufacturing - 326199,3069
326211,Tire Manufacturing (except Retreading),01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Tire Manufacturing (except Retreading) - 326211,3011
326212,Tire Retreading,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Tire Retreading - 326212,7534
326220,Rubber and Plastics Hoses and Belting Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Rubber and Plastics Hoses and Belting Manufacturing - 326220,3052
326291,Rubber Product Manufacturing for Mechanical Use,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Rubber Product Manufacturing for Mechanical Use - 326291,3061
326299,All Other Rubber Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Rubber Product Manufacturing - 326299,3061
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Pottery, Ceramics, and Plumbing Fixture Manufacturing - 327110",3261
327120,Clay Building Material and Refractories Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Clay Building Material and Refractories Manufacturing - 327120,3251
327211,Flat Glass Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Flat Glass Manufacturing - 327211,3211
327212,Other Pressed and Blown Glass and Glassware Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Pressed and Blown Glass and Glassware Manufacturing - 327212,3229
327213,Glass Container Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Glass Container Manufacturing - 327213,3221
327215,Glass Product Manufacturing Made of Purchased Glass,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Glass Product Manufacturing Made of Purchased Glass - 327215,3231
327310,Cement Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Cement Manufacturing - 327310,3241
327320,Ready-Mix Concrete Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ready-Mix Concrete Manufacturing - 327320,3273
327331,Concrete Block and Brick Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Concrete Block and Brick Manufacturing - 327331,3251
327332,Concrete Pipe Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Concrete Pipe Manufacturing - 327332,3272
327390,Other Concrete Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Concrete Product Manufacturing - 327390,3272
327410,Lime Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Lime Manufacturing - 327410,3274
327420,Gypsum Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Gypsum Product Manufacturing - 327420,3275
327910,Abrasive Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Abrasive Product Manufacturing - 327910,3291
327991,Cut Stone and Stone Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Cut Stone and Stone Product Manufacturing - 327991,3281
327992,Ground or Treated Mineral and Earth Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ground or Treated Mineral and Earth Manufacturing - 327992,3295
327993,Mineral Wool Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Mineral Wool Manufacturing - 327993,3296
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Nonmetallic Mineral Product Manufacturing - 327999,3272
331110,Iron and Steel Mills and Ferroalloy Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Iron and Steel Mills and Ferroalloy Manufacturing - 331110,3312
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Iron and Steel Pipe and Tube Manufacturing from Purchased Steel - 331210,3317
331221,Rolled Steel Shape Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Rolled Steel Shape Manufacturing - 331221,3312
331222,Steel Wire Drawing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Steel Wire Drawing - 331222,3315
331313,Alumina Refining and Primary Aluminum Production,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Alumina Refining and Primary Aluminum Production - 331313,2819
331314,Secondary Smelting and Alloying of Aluminum,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Secondary Smelting and Alloying of Aluminum - 331314,3341
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Aluminum Sheet, Plate, and Foil Manufacturing - 331315",3353
331318,"Other Aluminum Rolling, Drawing, and Extruding",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Other Aluminum Rolling, Drawing, and Extruding - 331318",3354
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Nonferrous Metal (except Aluminum) Smelting and Refining - 331410,3331
331420,"Copper Rolling, Drawing, Extruding, and Alloying",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Copper Rolling, Drawing, Extruding, and Alloying - 331420",3341
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding - 331491",3356
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) - 331492",3341
331511,Iron Foundries,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Iron Foundries - 331511,3321
331512,Steel Investment Foundries,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Steel Investment Foundries - 331512,3324
331513,Steel Foundries (except Investment),01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Steel Foundries (except Investment) - 331513,3325
331523,Nonferrous Metal Die-Casting Foundries,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Nonferrous Metal Die-Casting Foundries - 331523,3363
331524,Aluminum Foundries (except Die-Casting),01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Aluminum Foundries (except Die-Casting) - 331524,3365
331529,Other Nonferrous Metal Foundries (except Die-Casting),01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Nonferrous Metal Foundries (except Die-Casting) - 331529,3366
332111,Iron and Steel Forging,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Iron and Steel Forging - 332111,3462
332112,Nonferrous Forging,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Nonferrous Forging - 332112,3463
332114,Custom Roll Forming,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Custom Roll Forming - 332114,3449
332117,Powder Metallurgy Part Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Powder Metallurgy Part Manufacturing - 332117,3499
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Metal Crown, Closure, and Other Metal Stamping (except Automotive) - 332119",3466
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing - 332215",3421
332216,Saw Blade and Handtool Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Saw Blade and Handtool Manufacturing - 332216,3421
332311,Prefabricated Metal Building and Component Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Prefabricated Metal Building and Component Manufacturing - 332311,3448
332312,Fabricated Structural Metal Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fabricated Structural Metal Manufacturing - 332312,3441
332313,Plate Work Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Plate Work Manufacturing - 332313,3443
332321,Metal Window and Door Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Metal Window and Door Manufacturing - 332321,3442
332322,Sheet Metal Work Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Sheet Metal Work Manufacturing - 332322,3444
332323,Ornamental and Architectural Metal Work Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ornamental and Architectural Metal Work Manufacturing - 332323,3446
332410,Power Boiler and Heat Exchanger Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Power Boiler and Heat Exchanger Manufacturing - 332410,3443
332420,Metal Tank (Heavy Gauge) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Metal Tank (Heavy Gauge) Manufacturing - 332420,3443
332431,Metal Can Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Metal Can Manufacturing - 332431,3411
332439,Other Metal Container Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Metal Container Manufacturing - 332439,3412
332510,Hardware Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Hardware Manufacturing - 332510,3429
332613,Spring Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Spring Manufacturing - 332613,3493
332618,Other Fabricated Wire Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Fabricated Wire Product Manufacturing - 332618,3315
332710,Machine Shops,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Machine Shops - 332710,3599
332721,Precision Turned Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Precision Turned Product Manufacturing - 332721,3451
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Bolt, Nut, Screw, Rivet, and Washer Manufacturing - 332722",3429
332811,Metal Heat Treating,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Metal Heat Treating - 332811,3398
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers - 332812",3479
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Electroplating, Plating, Polishing, Anodizing, and Coloring - 332813",3399
332911,Industrial Valve Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Industrial Valve Manufacturing - 332911,3491
332912,Fluid Power Valve and Hose Fitting Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fluid Power Valve and Hose Fitting Manufacturing - 332912,3492
332913,Plumbing Fixture Fitting and Trim Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Plumbing Fixture Fitting and Trim Manufacturing - 332913,3432
332919,Other Metal Valve and Pipe Fitting Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Metal Valve and Pipe Fitting Manufacturing - 332919,3429
332991,Ball and Roller Bearing Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ball and Roller Bearing Manufacturing - 332991,3562
332992,Small Arms Ammunition Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Small Arms Ammunition Manufacturing - 332992,3482
332993,Ammunition (except Small Arms) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Ammunition (except Small Arms) Manufacturing - 332993,3483
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Small Arms, Ordnance, and Ordnance Accessories Manufacturing - 332994",3484
332996,Fabricated Pipe and Pipe Fitting Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fabricated Pipe and Pipe Fitting Manufacturing - 332996,3498
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Fabricated Metal Product Manufacturing - 332999,3291
333111,Farm Machinery and Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Farm Machinery and Equipment Manufacturing - 333111,3523
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing - 333112,3524
333120,Construction Machinery Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Construction Machinery Manufacturing - 333120,3531
333131,Mining Machinery and Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Mining Machinery and Equipment Manufacturing - 333131,3532
333132,Oil and Gas Field Machinery and Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Oil and Gas Field Machinery and Equipment Manufacturing - 333132,3533
333241,Food Product Machinery Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Food Product Machinery Manufacturing - 333241,3556
333242,Semiconductor Machinery Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Semiconductor Machinery Manufacturing - 333242,3559
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Sawmill, Woodworking, and Paper Machinery Manufacturing - 333243",3553
333248,All Other Industrial Machinery Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Industrial Machinery Manufacturing - 333248,2599
333310,Commercial and Service Industry Machinery Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Commercial and Service Industry Machinery Manufacturing - 333310,3577
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing - 333413,3564
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Heating Equipment (except Warm Air Furnaces) Manufacturing - 333414,3433
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing - 333415,2499
333511,Industrial Mold Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Industrial Mold Manufacturing - 333511,3544
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Special Die and Tool, Die Set, Jig, and Fixture Manufacturing - 333514",3544
333515,Cutting Tool and Machine Tool Accessory Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Cutting Tool and Machine Tool Accessory Manufacturing - 333515,3545
333517,Machine Tool Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Machine Tool Manufacturing - 333517,3541
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Rolling Mill and Other Metalworking Machinery Manufacturing - 333519,3547
333611,Turbine and Turbine Generator Set Units Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Turbine and Turbine Generator Set Units Manufacturing - 333611,3511
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing - 333612",3566
333613,Mechanical Power Transmission Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Mechanical Power Transmission Equipment Manufacturing - 333613,3568
333618,Other Engine Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Engine Equipment Manufacturing - 333618,3519
333912,Air and Gas Compressor Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Air and Gas Compressor Manufacturing - 333912,3563
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Measuring, Dispensing, and Other Pumping Equipment Manufacturing - 333914",3561
333921,Elevator and Moving Stairway Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Elevator and Moving Stairway Manufacturing - 333921,3534
333922,Conveyor and Conveying Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Conveyor and Conveying Equipment Manufacturing - 333922,3523
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Overhead Traveling Crane, Hoist, and Monorail System Manufacturing - 333923",3429
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing - 333924",3496
333991,Power-Driven Handtool Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Power-Driven Handtool Manufacturing - 333991,3546
333992,Welding and Soldering Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Welding and Soldering Equipment Manufacturing - 333992,3548
333993,Packaging Machinery Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Packaging Machinery Manufacturing - 333993,3565
333994,Industrial Process Furnace and Oven Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Industrial Process Furnace and Oven Manufacturing - 333994,2599
333995,Fluid Power Cylinder and Actuator Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fluid Power Cylinder and Actuator Manufacturing - 333995,3593
333996,Fluid Power Pump and Motor Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Fluid Power Pump and Motor Manufacturing - 333996,3594
333998,All Other Miscellaneous General Purpose Machinery Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous General Purpose Machinery Manufacturing - 333998,2599
334111,Electronic Computer Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Electronic Computer Manufacturing - 334111,3571
334112,Computer Storage Device Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Computer Storage Device Manufacturing - 334112,3572
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Computer Terminal and Other Computer Peripheral Equipment Manufacturing - 334118,3575
334210,Telephone Apparatus Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Telephone Apparatus Manufacturing - 334210,3661
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing - 334220,3663
334290,Other Communications Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Communications Equipment Manufacturing - 334290,3669
334310,Audio and Video Equipment Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Audio and Video Equipment Manufacturing - 334310,3651
334412,Bare Printed Circuit Board Manufacturing ,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Bare Printed Circuit Board Manufacturing  - 334412,3672
334413,Semiconductor and Related Device Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Semiconductor and Related Device Manufacturing - 334413,3674
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D","Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing - 334416",3675
334417,Electronic Connector Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Electronic Connector Manufacturing - 334417,3678
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Printed Circuit Assembly (Electronic Assembly) Manufacturing - 334418,3577
334419,Other Electronic Component Manufacturing,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Other Electronic Component Manufacturing - 334419,3671
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Electromedical and Electrotherapeutic Apparatus Manufacturing - 334510,3842
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing - 334511",3812
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use - 334512",3822
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables - 334513",3823
334514,Totalizing Fluid Meter and Counting Device Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Totalizing Fluid Meter and Counting Device Manufacturing - 334514,3824
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals - 334515,3663
334516,Analytical Laboratory Instrument Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Analytical Laboratory Instrument Manufacturing - 334516,3826
334517,Irradiation Apparatus Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Irradiation Apparatus Manufacturing - 334517,3844
334519,Other Measuring and Controlling Device Manufacturing,01/01/2017,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Other Measuring and Controlling Device Manufacturing - 334519,3429
334610,Manufacturing and Reproducing Magnetic and Optical Media,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Manufacturing and Reproducing Magnetic and Optical Media - 334610,3577
335131,Residential Electric Lighting Fixture Manufacturing,01/01/2022,31/12/9999,Manufacturing,Not in either table,"Class not in Table A, B, C, or D",Residential Electric Lighting Fixture Manufacturing - 335131,3645
