Version,Benchmark Class,Item,Value
13,Covers International,BP GN Premium,62101175.02
13,Covers International,BP NN Premium,62101175.02
13,Covers International,Net Premium,59762663.84
13,Covers International,Net Expense/ GN Premium,0.124844265
13,Covers International,Investment Income /GN Premium,0.083279728
13,Covers International,RI Premium/GN Premium,0
13,Covers International,RI Recoveries/ GN Premium,0
13,Covers International,Capital Required / GN Premium,0.305910708
13,Covers International,Att LR,0.473426022
13,Covers International,Large LR,0.118
13,Covers International,Cat LR,0.069
13,Covers International,Att COV,0.209965459
13,Covers International,Large COV,0.4118254
13,Covers International,Cat COV,1.810134798
13,Covers International,Large Loss Threshold,250000
13,Covers International,Decay Factor,0.9
13,Covers International,Target NLR,0.7
13,Covers International,NML,0.045
13,Covers International,LAE,0.075
13,Covers International,RoC,0.15
13,Covers International,Variable Expense,0
13,Covers International,Fixed Expense,0
13,Covers International,Climate Load,0.006
