State,County,WS Rates
MO,Clark County,0.0
MO,Clay County,0.0
MO,Clinton County,0.0
MO,Cole County,0.0
MO,Cooper County,0.0
MO,Crawford County,0.0
MO,Dade County,0.0
MO,Dallas County,0.0
MO,Daviess County,0.0
MO,DeKalb County,0.0
MO,Dent County,0.0
MO,Douglas County,0.0
MO,Dunklin County,0.0
MO,Franklin County,0.0
MO,Gasconade County,0.0
MO,Gentry County,0.0
MO,Greene County,0.0
MO,Grundy County,0.0
MO,Harrison County,0.0
MO,Henry County,0.0
MO,Hickory County,0.0
MO,Holt County,0.0
MO,Howard County,0.0
MO,Howell County,0.0
MO,Iron County,0.0
MO,Jackson County,0.0
MO,Jasper County,0.0
MO,Jefferson County,0.0
MO,Johnson County,0.0
MO,Knox County,0.0
MO,Laclede County,0.0
MO,Lafayette County,0.0
MO,Lawrence County,0.0
MO,Lewis County,0.0
MO,Lincoln County,0.0
MO,Linn County,0.0
MO,Livingston County,0.0
MO,McDonald County,0.0
MO,Macon County,0.0
MO,Madison County,0.0
MO,Maries County,0.0
MO,Marion County,0.0
MO,Mercer County,0.0
MO,Miller County,0.0
MO,Mississippi County,0.0
MO,Moniteau County,0.0
MO,Monroe County,0.0
MO,Montgomery County,0.0
MO,Morgan County,0.0
MO,New Madrid County,0.0
MO,Newton County,0.0
MO,Nodaway County,0.0
MO,Oregon County,0.0
MO,Osage County,0.0
MO,Ozark County,0.0
MO,Pemiscot County,0.0
MO,Perry County,0.0
MO,Pettis County,0.0
MO,Phelps County,0.0
MO,Pike County,0.0
MO,Platte County,0.0
MO,Polk County,0.0
MO,Pulaski County,0.0
MO,Putnam County,0.0
MO,Ralls County,0.0
MO,Randolph County,0.0
MO,Ray County,0.0
MO,Reynolds County,0.0
MO,Ripley County,0.0
MO,St. Charles County,0.0
MO,St. Clair County,0.0
MO,Ste. Genevieve County,0.0
MO,St. Francois County,0.0
MO,St. Louis County,0.0
MO,Saline County,0.0
MO,Schuyler County,0.0
MO,Scotland County,0.0
MO,Scott County,0.0
MO,Shannon County,0.0
MO,Shelby County,0.0
MO,Stoddard County,0.0
MO,Stone County,0.0
MO,Sullivan County,0.0
MO,Taney County,0.0
MO,Texas County,0.0
MO,Vernon County,0.0
MO,Warren County,0.0
MO,Washington County,0.0
MO,Wayne County,0.0
MO,Webster County,0.0
MO,Worth County,0.0
MO,Wright County,0.0
MO,St. Louis City,0.0
OK,Adair County,0.0
OK,Alfalfa County,0.0
OK,Atoka County,0.0
OK,Beaver County,0.0
OK,Beckham County,0.0
OK,Blaine County,0.0
OK,Bryan County,0.0
OK,Caddo County,0.0
OK,Canadian County,0.0
OK,Carter County,0.0
OK,Cherokee County,0.0
OK,Choctaw County,0.0
OK,Cimarron County,0.0
OK,Cleveland County,0.0
OK,Coal County,0.0
OK,Comanche County,0.0
OK,Cotton County,0.0
OK,Craig County,0.0
OK,Creek County,0.0
OK,Custer County,0.0
OK,Delaware County,0.0
OK,Dewey County,0.0
OK,Ellis County,0.0
OK,Garfield County,0.0
OK,Garvin County,0.0
OK,Grady County,0.0
OK,Grant County,0.0
OK,Greer County,0.0
OK,Harmon County,0.0
OK,Harper County,0.0
OK,Haskell County,0.0
OK,Hughes County,0.0
OK,Jackson County,0.0
OK,Jefferson County,0.0
OK,Johnston County,0.0
OK,Kay County,0.0
OK,Kingfisher County,0.0
OK,Kiowa County,0.0
OK,Latimer County,0.0
OK,Le Flore County,0.0
OK,Lincoln County,0.0
OK,Logan County,0.0
OK,Love County,0.0
OK,McClain County,0.0
OK,McCurtain County,0.0
OK,McIntosh County,0.0
OK,Major County,0.0
OK,Marshall County,0.0
OK,Mayes County,0.0
OK,Murray County,0.0
OK,Muskogee County,0.0
OK,Noble County,0.0
OK,Nowata County,0.0
OK,Okfuskee County,0.0
OK,Oklahoma County,0.0
OK,Okmulgee County,0.0
OK,Osage County,0.0
OK,Ottawa County,0.0
OK,Pawnee County,0.0
OK,Payne County,0.0
OK,Pittsburg County,0.0
OK,Pontotoc County,0.0
OK,Pottawatomie County,0.0
OK,Pushmataha County,0.0
OK,Roger Mills County,0.0
OK,Rogers County,0.0
OK,Seminole County,0.0
OK,Sequoyah County,0.0
OK,Stephens County,0.0
OK,Texas County,0.0
OK,Tillman County,0.0
OK,Tulsa County,0.0
OK,Wagoner County,0.0
OK,Washington County,0.0
OK,Washita County,0.0
OK,Woods County,0.0
OK,Woodward County,0.0
NJ,Atlantic County,0.0010204828484253134
NJ,Bergen County,0.0003200870985148305
NJ,Burlington County,0.00029116145483463264
NJ,Camden County,0.000269829540898327
NJ,Cape May County,0.0015482081426492589
NJ,Cumberland County,0.0008318192488973432
NJ,Essex County,0.0002494520159708165
NJ,Gloucester County,0.0003321411960930288
NJ,Hudson County,0.0011748798135957103
NJ,Hunterdon County,0.00021187206170860545
NJ,Mercer County,0.0002866406986293781
NJ,Middlesex County,0.0003236439439216805
NJ,Monmouth County,0.0007688850180860876
NJ,Morris County,0.00018317349179856267
NJ,Ocean County,0.0009993009836160615
NJ,Passaic County,0.0002131396525804019
NJ,Salem County,0.0004865583202883698
NJ,Somerset County,0.00022966575203366545
NJ,Sussex County,0.00014545198946656305
NJ,Union County,0.00024420607279283894
NJ,Warren County,0.00014752421206906056
LA,Acadia Parish,0.002074786404478773
LA,Allen Parish,0.0025250379224989496
LA,Ascension Parish,0.0030199601497105277
LA,Assumption Parish,0.0030068556102263626
LA,Avoyelles Parish,0.002947675832552081
LA,Beauregard Parish,0.002668236306524883
LA,Bienville Parish,0.0005545970059610975
LA,Bossier Parish,0.0003184823765766025
LA,Caddo Parish,0.00024909946511131954
LA,Calcasieu Parish,0.0030150582023183935
LA,Caldwell Parish,0.0008293075803268803
LA,Cameron Parish,0.004176485161965166
LA,Catahoula Parish,0.0015587189008517842
LA,Claiborne Parish,0.0005190596763132836
LA,Concordia Parish,0.002584283606019121
LA,De Soto Parish,0.0003141788557807063
LA,East Baton Rouge Parish,0.002582593266862722
LA,East Carroll Parish,0.0023148079045974264
LA,East Feliciana Parish,0.0037362248955135164
LA,Evangeline Parish,0.0029680443018164564
LA,Franklin Parish,0.001196592997612267
LA,Grant Parish,0.0011281739163226713
LA,Iberia Parish,0.0037232017134029966
LA,Iberville Parish,0.002977569535942342
LA,Jackson Parish,0.0005063732692776356
LA,Jefferson Parish,0.0054811176751202685
LA,Jefferson Davis Parish,0.0023023548091152465
LA,Lafayette Parish,0.0028795863959433007
LA,Lafourche Parish,0.007529212405458772
LA,LaSalle Parish,0.0
LA,Lincoln Parish,0.0004807658361143634
LA,Livingston Parish,0.005029534947449643
LA,Madison Parish,0.0025225369356594936
LA,Morehouse Parish,0.0009686033320639103
LA,Natchitoches Parish,0.000818754033995395
LA,Orleans Parish,0.005092820383423629
LA,Ouachita Parish,0.0005817294347762505
LA,Plaquemines Parish,0.011639698193448102
LA,Pointe Coupee Parish,0.003504610896472871
LA,Rapides Parish,0.0015954927450391077
LA,Red River Parish,0.0003742023195537638
LA,Richland Parish,0.0009993586734346241
LA,Sabine Parish,0.0007128771110883915
LA,St. Bernard Parish,0.005512307071952422
LA,St. Charles Parish,0.005886396114124199
LA,St. Helena Parish,0.007065650152342087
LA,St. James Parish,0.00533741847329335
LA,St. John the Baptist Parish,0.005406462856743501
LA,St. Landry Parish,0.0035969950492691534
LA,St. Martin Parish,0.004470763191896699
LA,St. Mary Parish,0.0033346697571107224
LA,St. Tammany Parish,0.0055985366378678
LA,Tangipahoa Parish,0.004746182368964905
LA,Tensas Parish,0.0030598984887961625
LA,Terrebonne Parish,0.005947832245117514
LA,Union Parish,0.0004279648444313408
LA,Vermilion Parish,0.0034703939309416983
LA,Vernon Parish,0.0018620106282060563
LA,Washington Parish,0.00608148673726829
LA,Webster Parish,0.00033142370417769143
LA,West Baton Rouge Parish,0.003120129623701827
LA,West Carroll Parish,0.0016005539166454817
LA,West Feliciana Parish,0.002929007613729608
LA,Winn Parish,0.0006938722748329914
AL,Autauga County,0.0004364392922896242
AL,Baldwin County,0.006731809658894458
AL,Barbour County,0.001126626653445452
AL,Bibb County,0.000265932583007595
AL,Blount County,0.00015905457224917047
AL,Bullock County,0.000556216688384023
AL,Butler County,0.0009197864712958402
AL,Calhoun County,0.00014250080913185282
AL,Chambers County,0.00028576488050073497
AL,Cherokee County,0.00013035416976752757
AL,Chilton County,0.0002964724745437145
AL,Choctaw County,0.0016521313619448578
AL,Clarke County,0.0022939341065153123
AL,Clay County,0.00018120792895588077
AL,Cleburne County,0.00016736785536884143
AL,Coffee County,0.0015609638084139576
AL,Colbert County,0.0001356782690784581
AL,Conecuh County,0.0021095394073054052
AL,Coosa County,0.00037226548719752786
AL,Covington County,0.002204442188357563
AL,Crenshaw County,0.0008536334607937
AL,Cullman County,0.00014974822693930454
AL,Dale County,0.0014130286919274645
AL,Dallas County,0.0007684131475257852
AL,DeKalb County,0.00013491587992668584
AL,Elmore County,0.0004956903722437818
AL,Escambia County,0.0040167041371672015
AL,Etowah County,0.00015259991011400364
AL,Fayette County,0.00019081514559357015
AL,Franklin County,0.00015517265239337058
AL,Geneva County,0.0017763444204230005
AL,Greene County,0.0005719026580967212
AL,Hale County,0.000551627277913643
AL,Henry County,0.0013716013130139443
AL,Houston County,0.0015604397452573559
AL,Jackson County,0.00012721698438483516
AL,Jefferson County,0.00018034103388606153
AL,Lamar County,0.00027711167350983506
AL,Lauderdale County,0.00013215145881871523
AL,Lawrence County,0.00013111475251336203
AL,Lee County,0.0003650666547539113
AL,Limestone County,0.0001346275497964518
AL,Lowndes County,0.0005782323135102675
AL,Macon County,0.00045459579247556766
AL,Madison County,0.00010493493094528884
AL,Marengo County,0.0008572214187576328
AL,Marion County,0.0001831319745771678
AL,Marshall County,0.00013502823110548857
AL,Mobile County,0.006733287920143109
AL,Monroe County,0.0018966356974833222
AL,Montgomery County,0.0005446256611883506
AL,Morgan County,0.0001198824343989483
AL,Perry County,0.0004995366834125819
AL,Pickens County,0.00033985654529099913
AL,Pike County,0.0010193795433224141
AL,Randolph County,0.00022983723784320324
AL,Russell County,0.00048336417317521165
AL,St. Clair County,0.00018099320005427404
AL,Shelby County,0.0002110055785452981
AL,Sumter County,0.0008097618198505007
AL,Talladega County,0.0002305511774913955
AL,Tallapoosa County,0.0002845096994102625
AL,Tuscaloosa County,0.00029284061509436134
AL,Walker County,0.00016591983380261018
AL,Washington County,0.0029281250195382926
AL,Wilcox County,0.0010614836220124778
AL,Winston County,0.0001501304969779178
GA,Appling County,0.0013479319059083595
GA,Atkinson County,0.0008452008179763134
GA,Bacon County,0.0010320470215254474
GA,Baker County,0.0011128446584361441
GA,Baldwin County,0.0003462017722198287
GA,Banks County,0.00015880746690557433
GA,Barrow County,0.0002069084913484948
GA,Bartow County,0.00012833104484466943
GA,Ben Hill County,0.0007228610290978313
GA,Berrien County,0.0009614399953980407
GA,Bibb County,0.0003183878157773778
GA,Bleckley County,0.0005829435404505961
GA,Brantley County,0.0010630230904885
GA,Brooks County,0.0011339072650399708
GA,Bryan County,0.002101211419280661
GA,Bulloch County,0.0009039167056918909
GA,Burke County,0.0009044133909611243
GA,Butts County,0.0002121225307416617
GA,Calhoun County,0.0010811438157953001
GA,Camden County,0.001871269077081288
GA,Candler County,0.0013107772525864211
GA,Carroll County,0.00017927068720359027
GA,Catoosa County,0.00010467837744704302
GA,Charlton County,0.0008804705110702052
GA,Chatham County,0.003024801231798205
GA,Chattahoochee County,0.0003567164422430199
GA,Chattooga County,0.00010453731152769178
GA,Cherokee County,0.00013108384171364417
GA,Clarke County,0.00021550870116728864
GA,Clay County,0.0010740324696316918
GA,Clayton County,0.00016565976492772535
GA,Clinch County,0.0010467878900479448
GA,Cobb County,0.00013676454385891108
GA,Coffee County,0.0008273632475981996
GA,Colquitt County,0.0010582223341754466
GA,Columbia County,0.0005706168845593567
GA,Cook County,0.0009690099562772239
GA,Coweta County,0.00018235963264520938
GA,Crawford County,0.0003220492712185713
GA,Crisp County,0.0006715929320872943
GA,Dade County,9.237840348553692e-05
GA,Dawson County,0.00014598572286576942
GA,Decatur County,0.0013675854518116872
GA,DeKalb County,0.0001529864083207856
GA,Dodge County,0.0005377476333316171
GA,Dooly County,0.0005645082803958523
GA,Dougherty County,0.0007930063539298713
GA,Douglas County,0.0001508545499975823
GA,Early County,0.0013173193561721614
GA,Echols County,0.001159847520609682
GA,Effingham County,0.0014270120098282767
GA,Elbert County,0.0002968026359062035
GA,Emanuel County,0.0008500128318068012
GA,Evans County,0.0009328052376631181
GA,Fannin County,9.465633632446159e-05
GA,Fayette County,0.00018441224518426822
GA,Floyd County,0.00012436123981939223
GA,Forsyth County,0.0001570615360084065
GA,Franklin County,0.00023467633788544593
GA,Fulton County,0.00014984427918214558
GA,Gilmer County,9.840091907191117e-05
GA,Glascock County,0.0004196310321430888
GA,Glynn County,0.004435699021416886
GA,Gordon County,0.00011419184984220955
GA,Grady County,0.0012777027816373958
GA,Greene County,0.00026540622479040665
GA,Gwinnett County,0.00016892785009896505
GA,Habersham County,0.0001477361717598987
GA,Hall County,0.0001783974328239163
GA,Hancock County,0.00028242701509583785
GA,Haralson County,0.00015138783272778794
GA,Harris County,0.00029270602697747673
GA,Hart County,0.0003045832232934679
GA,Heard County,0.0002055849897569211
GA,Henry County,0.0001799346063042147
GA,Houston County,0.00038497452739389484
GA,Irwin County,0.0007888074713002745
GA,Jackson County,0.0001932550825117827
GA,Jasper County,0.00026988791645426525
GA,Jeff Davis County,0.000792443363859928
GA,Jefferson County,0.0005804113791628158
GA,Jenkins County,0.0010718793452898355
GA,Johnson County,0.0005676472777758217
GA,Jones County,0.0002900851576240178
GA,Lamar County,0.00024926493780504805
GA,Lanier County,0.0009887160298430574
GA,Laurens County,0.000512003613770503
GA,Lee County,0.0006326667480160862
GA,Liberty County,0.0015648491670134134
GA,Lincoln County,0.0004211697721902542
GA,Long County,0.0010434366224250328
GA,Lowndes County,0.0010351912251341305
GA,Lumpkin County,0.00014686019370695405
GA,McDuffie County,0.0004783109166745612
GA,McIntosh County,0.005710353152422268
GA,Macon County,0.0004728221920908965
GA,Madison County,0.00023511246530051187
GA,Marion County,0.00041675044718117676
GA,Meriwether County,0.00022498820165809386
GA,Miller County,0.0013279310420503299
GA,Mitchell County,0.0009856627704094268
GA,Monroe County,0.0002929748418327418
GA,Montgomery County,0.0007798483790731365
GA,Morgan County,0.00024566205216923855
GA,Murray County,0.00010059924395431294
GA,Muscogee County,0.00033086679640547496
GA,Newton County,0.00022377540742126955
GA,Oconee County,0.00022706250821820433
GA,Oglethorpe County,0.00025191169223736385
GA,Paulding County,0.00013864525765353665
GA,Peach County,0.0003757482868500436
GA,Pickens County,0.00011608037700301522
GA,Pierce County,0.0013873683115639324
GA,Pike County,0.0002189608973318129
GA,Polk County,0.00014359773179661086
GA,Pulaski County,0.0005196370009300518
GA,Putnam County,0.00028392170489378225
GA,Quitman County,0.0006596437199509464
GA,Rabun County,9.646915098022917e-05
GA,Randolph County,0.0008489908216247788
GA,Richmond County,0.0006500280187794378
GA,Rockdale County,0.00017411559927939208
GA,Schley County,0.000520492514886701
GA,Screven County,0.0014409300906121853
GA,Seminole County,0.0014015916439820489
GA,Spalding County,0.00021900353464414455
GA,Stephens County,0.0001928671958471067
GA,Stewart County,0.0005430343448570804
GA,Sumter County,0.0006383937884161858
GA,Talbot County,0.00028707363105952657
GA,Taliaferro County,0.00031483419523353377
GA,Tattnall County,0.0008437795408775984
GA,Taylor County,0.0003884602651917729
GA,Telfair County,0.0006830455868645944
GA,Terrell County,0.0006754344693608375
GA,Thomas County,0.001151382415885196
GA,Tift County,0.000937014975713108
GA,Toombs County,0.0009373810862517467
GA,Towns County,0.0001060007813727986
GA,Treutlen County,0.0006955049638792432
GA,Troup County,0.00027206030388247183
GA,Turner County,0.000859429374170507
GA,Twiggs County,0.0003625806726906579
GA,Union County,0.00011335512434358456
GA,Upson County,0.00026978494435795784
GA,Walker County,9.596729002480047e-05
GA,Walton County,0.00022742157110201757
GA,Ware County,0.001140765580685695
GA,Warren County,0.00037218166685804813
GA,Washington County,0.00044882202470651177
GA,Wayne County,0.0009217909178237488
GA,Webster County,0.000604747373187918
GA,Wheeler County,0.0007010800924404317
GA,White County,0.0001333159490595607
GA,Whitfield County,0.0001067728433551958
GA,Wilcox County,0.0007103926274010834
GA,Wilkes County,0.000323211495457205
GA,Wilkinson County,0.0003874776769013369
GA,Worth County,0.0008463057015873515
DE,Kent County,0.0
DE,New Castle County,0.00024897819003719395
DE,Sussex County,0.0
MS,Adams County,0.0016134419748041803
MS,Alcorn County,0.00010251099132896921
MS,Amite County,0.001963566575235897
MS,Attala County,0.00031036099253849386
MS,Benton County,0.00011170411968816109
MS,Bolivar County,0.00031346948661340455
MS,Calhoun County,0.00019288672776699654
MS,Carroll County,0.0002745218019287475
MS,Chickasaw County,0.00024193170454705522
MS,Choctaw County,0.0002596306446545798
MS,Claiborne County,0.0010120837093436055
MS,Clarke County,0.001012653481221675
MS,Clay County,0.00028339860179278956
MS,Coahoma County,0.00020794276884222146
MS,Copiah County,0.0012649926062608746
MS,Covington County,0.0017512362152084116
MS,Desoto County,0.00010978224725073784
MS,Forrest County,0.002667513753547667
MS,Franklin County,0.001416413783342682
MS,George County,0.002892782903079585
MS,Greene County,0.0025866394010513796
MS,Grenada County,0.00022288296434453376
MS,Hancock County,0.010261948497811228
MS,Harrison County,0.007868592798587686
MS,Hinds County,0.000901027603144983
MS,Holmes County,0.0004254535326675961
MS,Humphreys County,0.0006409367732393545
MS,Issaquena County,0.0007257520122035364
MS,Itawamba County,0.00012616730939677215
MS,Jackson County,0.008704438141753961
MS,Jasper County,0.0011571578707437248
MS,Jefferson County,0.0011292823411380589
MS,Jefferson Davis County,0.001804322336057062
MS,Jones County,0.0019620639294897495
MS,Kemper County,0.0004305239096702218
MS,Lafayette County,0.00013364968543447665
MS,Lamar County,0.003173145934204759
MS,Lauderdale County,0.0006807402417445087
MS,Lawrence County,0.0018189952973479847
MS,Leake County,0.0005123423029658931
MS,Lee County,0.00019283788815866793
MS,Leflore County,0.00036809345971041
MS,Lincoln County,0.0018860651640062484
MS,Lowndes County,0.000303770946555765
MS,Madison County,0.000802697682407365
MS,Marion County,0.002809952559235049
MS,Marshall County,0.00012378955983702853
MS,Monroe County,0.000204695886359737
MS,Montgomery County,0.00026453260182690195
MS,Neshoba County,0.0005118084523456185
MS,Newton County,0.0007142855568692144
MS,Noxubee County,0.0004916162532606712
MS,Oktibbeha County,0.00029104654092194796
MS,Panola County,0.0001909895030383404
MS,Pearl River County,0.0031963597984703595
MS,Perry County,0.0025243084668679994
MS,Pike County,0.003554885179053132
MS,Pontotoc County,0.00015264712784127964
MS,Prentiss County,0.00014203382238689807
MS,Quitman County,0.0002240228047045142
MS,Rankin County,0.0009167534039632517
MS,Scott County,0.0007567632073958886
MS,Sharkey County,0.0006925321263352338
MS,Simpson County,0.0012827645487245884
MS,Smith County,0.0012723035168911866
MS,Stone County,0.0025385411103343485
MS,Sunflower County,0.00043113864112181635
MS,Tallahatchie County,0.0002630995196009554
MS,Tate County,0.0001424608299041024
MS,Tippah County,0.00011427149965574659
MS,Tishomingo County,0.00010228336333007982
MS,Tunica County,0.00013340797972942274
MS,Union County,0.0001398310940449904
MS,Walthall County,0.0034363647003714083
MS,Warren County,0.0006769870019781458
MS,Washington County,0.00045081232984039944
MS,Wayne County,0.0017867236438060847
MS,Webster County,0.00022172588103297648
MS,Wilkinson County,0.003993020282361814
MS,Winston County,0.0003861447038612366
MS,Yalobusha County,0.00019153822274393893
MS,Yazoo County,0.0005580562099889234
MD,Allegany County,2.7618539333309e-05
MD,Anne Arundel County,0.00027100067218953177
MD,Baltimore County,0.00016092717485871193
MD,Calvert County,0.00039883742791022947
MD,Caroline County,0.00040744830021957005
MD,Carroll County,0.00013699883481287333
MD,Cecil County,0.00031639800859045307
MD,Charles County,0.0003280991798200081
MD,Dorchester County,0.001406013876823469
MD,Frederick County,0.00011013157653278731
MD,Garrett County,2.597747513706843e-05
MD,Harford County,0.00018979953292136032
MD,Howard County,0.00014284302784226232
MD,Kent County,0.00039802641793002837
MD,Montgomery County,0.00011993627490744618
MD,Prince George's County,0.0001571480500558828
MD,Queen Anne's County,0.00046929689580931823
MD,St. Marys County,0.0
MD,Somerset County,0.0
MD,Talbot County,0.0006837042726590694
MD,Washington County,7.763730158251753e-05
MD,Wicomico County,0.0
MD,Worcester County,0.0
MD,Baltimore City,0.00014389401776333707
HI,Hawaii County,0.0013456486773280733
HI,Honolulu County,0.002493409478688198
HI,Kalawao County,0.003937188888342653
HI,Kauai County,0.0028110250455033736
HI,Maui County,0.0027692863991903827
AK,Aleutians East Borough,0.0
AK,Aleutians West Census Area,0.0
AK,"Anchorage, Municipality of",0.0
AK,Bethel Census Area,0.0
AK,Bristol Bay Borough,0.0
AK,Denali Borough,0.0
AK,Dillingham Census Area,0.0
AK,Fairbanks North Star Borough,0.0
AK,Haines Borough,0.0
AK,Hoonah-Angoon Census Area,0.0
AK,"Juneau, City and Borough",0.0
AK,Kenai Peninsula Borough,0.0
AK,Ketchikan Gateway Borough,0.0
AK,Kodiak Island Borough,0.0
AK,Lake and Peninsula Borough,0.0
AK,Matanuska-Susitna Borough,0.0
AK,Nome Census Area,0.0
AK,North Slope Borough,0.0
AK,Northwest Arctic Borough,0.0
AK,Petersburg Census Area,0.0
AK,Prince of Wales-Hyder Census Area,0.0
AK,"Sitka, City and Borough of",0.0
AK,"Skagway Borough, Municipality of",0.0
AK,Southeast Fairbanks Census Area,0.0
AK,Valdez-Cordova Census Area,0.0
AK,Wade Hampton Census Area,0.0
AK,"Wrangell, City and Borough of",0.0
AK,"Yakutat, City and Borough of",0.0
AK,Yukon-Koyukuk Census Area,0.0
AR,Arkansas County,0.0
AR,Ashley County,0.0
AR,Baxter County,0.0
AR,Benton County,0.0
AR,Boone County,0.0
AR,Bradley County,0.0
AR,Calhoun County,0.0
AR,Carroll County,0.0
AR,Chicot County,0.0
AR,Clark County,0.0
AR,Clay County,0.0
AR,Cleburne County,0.0
AR,Cleveland County,0.0
AR,Columbia County,0.0
AR,Conway County,0.0
AR,Craighead County,0.0
AR,Crawford County,0.0
AR,Crittenden County,0.0
AR,Cross County,0.0
AR,Dallas County,0.0
AR,Desha County,0.0
AR,Drew County,0.0
AR,Faulkner County,0.0
AR,Franklin County,0.0
AR,Fulton County,0.0
AR,Garland County,0.0
AR,Grant County,0.0
AR,Greene County,0.0
AR,Hempstead County,0.0
AR,Hot Spring County,0.0
AR,Howard County,0.0
AR,Independence County,0.0
AR,Izard County,0.0
AR,Jackson County,0.0
AR,Jefferson County,0.0
AR,Johnson County,0.0
AR,Lafayette County,0.0
AR,Lawrence County,0.0
AR,Lee County,0.0
AR,Lincoln County,0.0
AR,Little River County,0.0
AR,Logan County,0.0
AR,Lonoke County,0.0
AR,Madison County,0.0
AR,Marion County,0.0
AR,Miller County,0.0
AR,Mississippi County,0.0
AR,Monroe County,0.0
AR,Montgomery County,0.0
AR,Nevada County,0.0
AR,Newton County,0.0
AR,Ouachita County,0.0
AR,Perry County,0.0
AR,Phillips County,0.0
AR,Pike County,0.0
AR,Poinsett County,0.0
AR,Polk County,0.0
AR,Pope County,0.0
AR,Prairie County,0.0
AR,Pulaski County,0.0
AR,Randolph County,0.0
AR,Saline County,0.0
AR,Scott County,0.0
AR,Searcy County,0.0
AR,Sebastian County,0.0
AR,Sevier County,0.0
AR,Sharp County,0.0
AR,St. Francis County,0.0
AR,Stone County,0.0
AR,Union County,0.0
AR,Van Buren County,0.0
AR,Washington County,0.0
AR,White County,0.0
AR,Woodruff County,0.0
AR,Yell County,0.0
AZ,Apache County,0.0
AZ,Cochise County,0.0
AZ,Coconino County,0.0
AZ,Gila County,0.0
AZ,Graham County,0.0
AZ,Greenlee County,0.0
AZ,La Paz County,0.0
AZ,Maricopa County,0.0
AZ,Mohave County,0.0
AZ,Navajo County,0.0
AZ,Pima County,0.0
AZ,Pinal County,0.0
AZ,Santa Cruz County,0.0
AZ,Yavapai County,0.0
AZ,Yuma County,0.0
CA,Alameda County,0.0
CA,Alpine County,0.0
CA,Amador County,0.0
CA,Butte County,0.0
CA,Calaveras County,0.0
CA,Colusa County,0.0
CA,Contra Costa County,0.0
CA,Del Norte County,0.0
CA,El Dorado County,0.0
CA,Fresno County,0.0
CA,Glenn County,0.0
CA,Humboldt County,0.0
CA,Imperial County,0.0
CA,Inyo County,0.0
CA,Kern County,0.0
CA,Kings County,0.0
CA,Lake County,0.0
CA,Lassen County,0.0
CA,Los Angeles County,0.0
CA,Madera County,0.0
CA,Marin County,0.0
CA,Mariposa County,0.0
CA,Mendocino County,0.0
CA,Merced County,0.0
CA,Modoc County,0.0
CA,Mono County,0.0
CA,Monterey County,0.0
CA,Napa County,0.0
CA,Nevada County,0.0
CA,Orange County,0.0
CA,Placer County,0.0
CA,Plumas County,0.0
CA,Riverside County,0.0
CA,Sacramento County,0.0
CA,San Benito County,0.0
CA,San Bernardino County,0.0
CA,San Diego County,0.0
CA,"San Francisco, City and County of",0.0
CA,San Joaquin County,0.0
CA,San Luis Obispo County,0.0
CA,San Mateo County,0.0
CA,Santa Barbara County,0.0
CA,Santa Clara County,0.0
CA,Santa Cruz County,0.0
CA,Shasta County,0.0
CA,Sierra County,0.0
CA,Siskiyou County,0.0
CA,Solano County,0.0
CA,Sonoma County,0.0
CA,Stanislaus County,0.0
CA,Sutter County,0.0
CA,Tehama County,0.0
CA,Trinity County,0.0
CA,Tulare County,0.0
CA,Tuolumne County,0.0
CA,Ventura County,0.0
CA,Yolo County,0.0
CA,Yuba County,0.0
CT,Fairfield County,0.0010891704062731284
CT,Hartford County,0.0005289751028179485
CT,Litchfield County,0.0003185801977104466
CT,Middlesex County,0.0008112237608714296
CT,New Haven County,0.0005863062872766248
CT,New London County,0.0011372483616482096
CT,Tolland County,0.0005436005839248627
CT,Windham County,0.0006736865013821585
DC,District of Columbia,0.00019878639867520632
IA,Adair County,0.0
IA,Adams County,0.0
IA,Allamakee County,0.0
IA,Appanoose County,0.0
IA,Audubon County,0.0
IA,Benton County,0.0
IA,Black Hawk County,0.0
IA,Boone County,0.0
IA,Bremer County,0.0
IA,Buchanan County,0.0
IA,Buena Vista County,0.0
IA,Butler County,0.0
IA,Calhoun County,0.0
IA,Carroll County,0.0
IA,Cass County,0.0
IA,Cedar County,0.0
IA,Cerro Gordo County,0.0
IA,Cherokee County,0.0
IA,Chickasaw County,0.0
IA,Clarke County,0.0
IA,Clay County,0.0
IA,Clayton County,0.0
IA,Clinton County,0.0
IA,Crawford County,0.0
IA,Dallas County,0.0
IA,Davis County,0.0
IA,Decatur County,0.0
IA,Delaware County,0.0
IA,Des Moines County,0.0
IA,Dickinson County,0.0
IA,Dubuque County,0.0
IA,Emmet County,0.0
IA,Fayette County,0.0
IA,Floyd County,0.0
IA,Franklin County,0.0
IA,Fremont County,0.0
IA,Greene County,0.0
IA,Grundy County,0.0
IA,Guthrie County,0.0
IA,Hamilton County,0.0
IA,Hancock County,0.0
IA,Hardin County,0.0
IA,Harrison County,0.0
IA,Henry County,0.0
IA,Howard County,0.0
IA,Humboldt County,0.0
IA,Ida County,0.0
IA,Iowa County,0.0
IA,Jackson County,0.0
IA,Jasper County,0.0
IA,Jefferson County,0.0
IA,Johnson County,0.0
IA,Jones County,0.0
IA,Keokuk County,0.0
IA,Kossuth County,0.0
IA,Lee County,0.0
IA,Linn County,0.0
IA,Louisa County,0.0
IA,Lucas County,0.0
IA,Lyon County,0.0
IA,Madison County,0.0
IA,Mahaska County,0.0
IA,Marion County,0.0
IA,Marshall County,0.0
IA,Mills County,0.0
IA,Mitchell County,0.0
IA,Monona County,0.0
IA,Monroe County,0.0
