firm_id,firm_name,master_firm_id
3653,GRASSROOTS HR CONSULTING O/B JODI POSAVAD,3653
10099,"GRAV I.T., LLC",10099
29512,GRAVE DOUGHERTY,29512
13097,GRAVEL BEDROCK PROJECTS INC. DBA BEDROCK-SERVICE,13097
1046,GRAVELBEDROCK PROJECTS INC. DBA BEDROCK-SERVICE,1046
11780,GRAVITY EXTREME ZONE,11780
690,GRAVITY EXTREME ZONE LLC,690
12147,GRAVITY INDOOR TRAMP PARK,12147
888,"GRAVITY INDOOR TRAMPOLINE PARK, LLC",888
21799,GRAYBAR ELECTRIC CO,21799
21798,"GRAYBAR ELECTRIC COMPANY, INC.",21798
18169,GRAYCLIFF EXPLORATION LIMITED,18169
31484,Graycourt Capital,31484
29490,GRAYROBINSON,29490
10398,GRAZIANI CORAZZA BIASE INTERIOR ARCHITECTURE INC,10398
4629,GRE INVESTMENTS & FINANCE,4629
21383,GREAT AIR INC DBA NFLATABLES,21383
28831,Great Air Inc dba Nflatables Whatru Holding LLC Safety Air Systems LLC,28831
25340,Great American Products Inc and Physicians Choice Inc,25340
17886,"GREAT AMERICAN PRODUCTS, INC.",17886
6597,GREAT CANADIAN GAMING CORPORATION,6597
23582,GREAT CHINA PROPERTIES HOLDINGS LIMITED,23582
21871,GREAT EASTERN HOLDINGS LIMITED,21871
5622,GREAT EASTERN HOLDINGS LTD,5622
2020,GREAT LAKES HELICOPTER,2020
4917,GREAT LAKES TECHNICAL CONSULTING INC.,4917
1772,GREAT NORTHERN ENGINEERING CONSULTANTS INC.,1772
14138,GREAT PACIFIC MORTGAGE & INVESTMENTS LTD.,14138
20830,GREAT POND IMPORVEMENT DISTRICT,20830
5707,GREAT POND VILLAGE ASSOCIATION,5707
16736,GREAT PORTLAND ESTATES PLC,16736
16126,GREAT RIVER HEALTH SYSTEM,16126
23652,GREAT WORLD COMPANY HOLDINGS LTD,23652
21083,GREATER BAY AREA DYNAMIC GROWTH HOLDINGS LIMITED,21083
14403,"GREATER HEIGHTS, LLC",14403
26735,Greater Issaquah Chamber of Commerce,26735
12684,GREATER NAPANEE SOCCER CLUB,12684
19248,GREATER TORONTO AIRPORTS AUTHORITY,19248
23875,GREATIME INTERNATIONAL HOLDINGS LIMITED,23875
28766,GREATLAND GOLD PLC,28766
13427,GREAT-WEST LIFECO INC,13427
21491,GRECI INDUSTRIA ALIMENTARE SPA,21491
15234,GRECO,15234
14921,GRECO ALUMINUM,14921
26864,Greco Aluminum Railings USA Inc,26864
17300,GRECO HOLCO SA,17300
27318,Gredale LLC,27318
25019,Greecon Tech Ltd oa SMPC Tech Ltd,25019
18091,GREEN APE CBD,18091
17400,GREEN ARROW CAPITAL SGR SPA,17400
18912,GREEN BAY PACKAGING,18912
12785,GREEN BOX LLC,12785
5902,GREEN BRICKS EDUCATIONAL SOCIETY,5902
14120,Green Coast Pet LLC,14120
22263,GREEN ENERGY GROUP LIMITED,22263
26067,GREEN GIRAFFE ASIA PACIFIC PTE LTD,26067
31550,Green Infra Ltd,31550
17940,GREEN LABS,17940
31924,GREEN LI-ION,31924
22536,Green Monkey USA Inc,22536
24199,GREEN PARK (NO.1) LIMTIED,24199
6897,GREEN PLANET,6897
6851,GREEN PLANET INC,6851
13104,GREEN REIT PLC,13104
19168,GREEN SHIELD CANADA (HBM+),19168
6118,GREEN STONE SICAF SPA,6118
13571,GREEN STREAM CONSULTING LTD.,13571
4186,"GREEN STREAM CONSULTING, LTD.",4186
3776,GREEN T DESIGN INC.,3776
24831,GREEN TEA GROUP LIMITED,24831
23979,Green Wave Ingredients Inc,23979
22091,"GREENALIA, S.A.",22091
24206,GREENARC PTE LTD,24206
29713,GREENBERG TRAURIG,29713
14852,GREENBRIDGE INVESTMENT PARTNERS,14852
2624,GREENBROOK TMS NEUROHEALTH INC,2624
12515,GREENCROSS,12515
14507,GREENE KING PLC,14507
17905,GREENERGY FUELS HOLDINGS LIMITED,17905
14388,GREENFIELD,14388
17443,GREENFIELD ADVISORY PRIVATE LTD,17443
9593,GREENFIELDS PETROLEUM,9593
14936,GREENFIELDS PETROLEUM CORPORATION,14936
22767,GREENFIRE ACQUISITION CORP,22767
9409,GREENKO ENERGY HOLDINGS,9409
26022,"GREENLAND USA ABA OF GREENLAND US HOLDING, INC",26022
22430,GreenLife Water Inc,22430
16694,GREENLINE BICYCLES LTD,16694
28966,GREENOCK TRUST,28966
11386,GREENOUGH ENVIRONMENTAL CONSULTING INC.,11386
31209,Greensands Holdings Limited,31209
29731,GREENSFELDER HEMKER AND GALE,29731
17143,GREENSILL BANK AG,17143
26526,GREENSKY INC,26526
25351,Greenspace Mental Health Ltd,25351
10068,GREENTREE ENGINEERING LTD.,10068
16842,GREENWOOD RACING,16842
23649,GREENYARD NV,23649
3686,GREG ARBITMAN O/A RECAREER.COM INC.,3686
20339,GREG GILL LLC,20339
26764,Greg Thompson Productions Inc,26764
4188,GREG WENDELL PROFESSIONAL CORPORATION,4188
9547,GREGORY DAVID JAMIESON,9547
11296,GREGORY K. REID,11296
13065,GREGORY MCCLELLAND O/A THE HR OFFICE,13065
4896,GREGORY MCCLUNG ARCHITECT LTD.,4896
920,GREGORY SCHROEDER DBA INTEGRO WELLNESS,920
20665,GREIFFENBERGER AG,20665
14149,GREISCH COORDINATION & ETUDES,14149
8052,GRENADINE TECHNOLOGIE INC,8052
5265,GRENCO SCIENCE HOLDINGS LLC,5265
10037,GREPOW,10037
29570,GRESHAM SAVAGE NOLAN & TILDEN,29570
20899,GRETSCH-UNITAS GMBH,20899
25683,Grey Birch Solutions Inc,25683
9203,GREY BOX SOLUTIONS INC.,9203
1779,GREY CARDINAL MANAGEMENT INC.,1779
10802,GREY MATTER DATA INC,10802
14347,GREY ORANGE PTE LTD,14347
16350,GREY P BIKES USA,16350
26001,Greyhaven Energy LLC,26001
4468,GREYJAY ENERGY INC.,4468
28681,GRIDIRON HOLDCO CORP,28681
12008,GRIDIRON PROTECTION LLC,12008
5018,"GRIDPOINT, INC.",5018
18512,GRIES DECO HOLDING GMBH,18512
23026,GRIFFIN MINING,23026
16700,GRIFFITH FOODS,16700
31875,GRIFIN MEDIA LLC,31875
737,GRIFOLS S.A.,737
26163,GRIGEO AB,26163
22561,Grignard Pure LLC,22561
13930,GRIHA INVESTMENTS AND HIREF INTERNATIONAL LLC,13930
17197,GRIMALDI GROUP SPA,17197
30962,GRIMSHAW,30962
27317,Grind Hard Holdings LLC,27317
14551,GRINDROD SHIPPING HOLDINGS LIMITED,14551
31320,Griswold Home Care LLC,31320
12170,GRIT COMMUNICATIONS INC.,12170
23353,Grit Elite Gear LLC,23353
4835,GRIT REAL ESTATE INCOME GROUP,4835
28474,GRIT REAL ESTATE INCOME GROUP LIMITED,28474
22734,GRK Staffing Solutions LLC,22734
9816,GRM INFORMATION MANAGEMENT SERVICES INC,9816
9165,"GRM INFORMATION MANAGEMENT SERVICES, INC.",9165
20723,GROCERY DELIVERY E-SERVICES USA INC. DBA HELLOFRESH,20723
26887,"GROCERY DELIVERY E-SERVICES, USA INC.",26887
11665,GROMA TECHNICAL SERVICES INC.,11665
25180,GromanHeyne LLC DBA Bike Barn Rentals,25180
29715,GROSS KEINHENDLER HODAK GREENBERG & CO,29715
31937,GROSVENOR,31937
25441,GROSVENOR GROUP,25441
5179,GROUND 3 INC.,5179
21024,GROUND CONTROL LLC,21024
12184,GROUND EFFECT AERODROME CONSULTING LTD.,12184
11707,GROUNDED TECHNICAL SOLUTIONS LTD.,11707
5371,GROUNWORK ENGINEERING LIMITED,5371
19227,GROUP BDK,19227
10367,GROUP BRUXELLES LAMBERT,10367
3782,GROUP CONSEIL TI,3782
12219,GROUP HERDEZ,12219
17314,GROUP MIKI HOLDINGS LTD,17314
29130,GROUP PULTE,29130
10338,GROUP SURGICAL PARTNERS,10338
10342,GROUP SURGICAL PARTNERS INTEGRATED LLC,10342
14362,GROUPAMA GROUP,14362
16431,GROUPAMA ITALIA,16431
12739,GROUPBY INC.,12739
6697,GROUPDESK INC.,6697
21433,GROUPE AEW SA,21433
17662,GROUPE ALES,17662
6537,GROUPE ALLIANCE INC.,6537
12766,GROUPE BIOECO CANADA INC.,12766
14360,GROUPE BPCE,14360
17263,GROUPE CHARGEURS,17263
16418,GROUPE CHEVRILLON,16418
12717,GROUPE CIRIUZ INC.,12717
27221,Groupe Conseil Evolia 9268413 Canada Inc 9268421 Canada Inc IMPULSIO,27221
26564,GROUPE CRYSTAL,26564
13421,GROUPE DE MÉDECINE FAMILIALE DE TROIS-RIVIÈVES,13421
4522,GROUPE DOMEDIC INC.,4522
2754,GROUPE D'ONOFRIO ASSURANCES ET SERVICES,2754
20423,GROUPE DU LOUVRE,20423
28813,GROUPE ELSAN SAS,28813
16851,GROUPE FAMILIAL FRIBOURG,16851
18628,GROUPE FCN,18628
6634,GROUPE FOCUS COMMUNICATIONS,6634
4372,GROUPE GEYSER,4372
23469,GROUPE JM,23469
10510,GROUPE KOMPAS INSPIRATION,10510
28880,GROUPE LE DUFF,28880
4275,GROUPE LEMOINE,4275
28530,GROUPE LUCIEN BARRIERE,28530
21187,GROUPE LUCIEN BARRIÈRE,21187
28693,GROUPE POINT VISION,28693
22191,GROUPE ROCHER,22191
6150,GROUPE ROUSSEAU LEFEBVRE INC.,6150
1908,GROUPE SANTÉ DEVONIAN INC.,1908
8025,GROUPE SOGEBANK SOGENEL,8025
11710,GROUPE SOINS INTENSIF INC.,11710
10923,GROUPE SOURCINC INC.,10923
6522,GROUPE UNI-TI CONSEIL INC.,6522
10677,GROUPMED SAL,10677
21052,GROUPON INC,21052
9309,GROUPWARE TECHNOLOGY INC,9309
1366,GROVTEC US INC,1366
23529,Grow Developmental Disability Solutions LLC,23529
6614,GROWCENTIA CORPORATION,6614
27191,GROWHAUS SUPPLY CO OB 2684754 ONTARIO INC,27191
2055,GROWTH GROUP O/B ARMIN FARAJI,2055
25773,GROWTH PARTNERS CAPITAL,25773
5717,GRT AUTOMATION O/B GARNET TREMERE,5717
26712,Gruber Manufacturing Inc,26712
6304,GRUBHUB INC,6304
27327,GRUBHUB INC.,27327
27141,GRUMA,27141
20381,GRUMA CORPORATION US,20381
709,GRUPO AEROPORTUARIO DEL CARIBE S.A.S.,709
23968,GRUPO AEROPUERTO DEL PACIFICO,23968
19094,GRUPO AEROPUERTO DEL SUR,19094
733,GRUPO AGRISAL,733
664,GRUPO ALDESA SA,664
21151,"GRUPO ALVIC HOLDCO, S.L.",21151
18571,"GRUPO ANTOLIN IRAUSA, S.A.",18571
5364,GRUPO ARCOR S.A,5364
25501,GRUPO ARGOS,25501
14532,GRUPO AVAL,14532
17778,GRUPO AVINTIA SL,17778
24976,GRUPO AXO,24976
17611,GRUPO BANCO PROVINCIA,17611
17298,GRUPO BARCELO,17298
14266,GRUPO BIMBO S.A.B. DE C.V.,14266
3517,GRUPO BIOS S.A.S.,3517
19128,GRUPO BIOS SAS,19128
5757,"GRUPO BVC (BOLSA DE VALORES DE COLOMBIA, DECEVAL AND OTHERS)",5757
21722,GRUPO CALESA S.A Y SUBSIDIARIAS,21722
27396,GRUPO CALIDRA  S.A DE CV,27396
12611,GRUPO CARSO,12611
9407,GRUPO CENTENARIO DE INCERSIONES S.A.,9407
17927,GRUPO CIRSA,17927
13251,"GRUPO COMERCIAL CHEDRAUI, S.A.B. DE C.V",13251
23522,GRUPO CROPORATIVO PEREZ,23522
622,GRUPO DE CEMENTOS DE CHIHUAHUA,622
16143,GRUPO DE EMPRESAS AZVI SL,16143
24844,"GRUPO ECOENER, S.A.",24844
1753,GRUPO ELECTRODATA SAC,1753
17789,GRUPO EMPRESARIAL DE INVERSIONES NACIONAL VIDA SA,17789
21115,GRUPO ENERGI MEXOIL,21115
15612,GRUPO FERRER INTERNACIONAL SA,15612
6833,GRUPO FINANCIERO ACERTA SA DE CV,6833
2309,GRUPO FINANCIERO BANORTE S.A.B. DE C.V. Y SUBSIDIARIAS.,2309
11127,GRUPO FINANCIERO DE OCCIDENTE,11127
22849,GRUPO FINANCIERO FICOHSA,22849
21583,GRUPO FINANCIERO GALICIA S.A.,21583
5494,GRUPO FINANCIERO IMPROSA,5494
6694,GRUPO FINANCIERO IMPROSA S.A.,6694
27393,GRUPO FINANCIERO MIFEL,27393
9933,GRUPO FINANCIERO VE POR MAS,9933
6837,GRUPO FINANICERO ASERTA,6837
21241,GRUPO FORAGRO,21241
25594,GRUPO GINPER,25594
29844,"GRUPO GINPER, S.L.",29844
482,GRUPO GRAL SAS,482
13479,GRUPO GUARARAPES,13479
572,GRUPO HERDEZ SA DE CV,572
24261,GRUPO IDESA S.A DE C.V,24261
22974,GRUPO IF PERU,22974
18480,"GRUPO IGUALMEQUISA, S.A. - IMQ",18480
22385,"GRUPO INDUKERN, S.L.",22385
23198,GRUPO INDUSTRIAL MONCLAVA  S.A DE C.V - GIMSA,23198
1979,GRUPO INDUSTRIAL NUPLEN,1979
24779,"GRUPO INVERSOR HESPERIA, S.A.",24779
3021,GRUPO ISOLUX CORSAN,3021
16024,GRUPO KUO S.A.B. DE C.V.,16024
18741,GRUPO LOGÍSTICO SUARDIAZ  SL,18741
19077,GRUPO MEXICANO DE DESARROLLO,19077
5027,GRUPO MEXICO,5027
23419,"GRUPO NUFRI, S.L.",23419
21711,GRUPO PEAL OBRAS CIVILES Y MINERALES,21711
100,GRUPO PICHINCHA,100
11756,"GRUPO PICHINCHA - ECUADOR, COLOMBIA & PERU",11756
29822,"GRUPO PIKOLIN, S.L.",29822
15873,GRUPO POPULAR,15873
21164,GRUPO POSADA,21164
21145,GRUPO POSADAS S.A.B DE C.V.,21145
14606,GRUPO PUENTE,14606
14609,"GRUPO RADIO CENTRO, S.A.B DE C.V.",14609
13277,GRUPO REY,13277
15227,GRUPO SALUD DEL PERU S.A.C,15227
12362,GRUPO SANNA,12362
15850,GRUPO SANTA LUCIA,15850
23362,"GRUPO SATOCÁN, S.A.",23362
27422,GRUPO SECURITY S.A,27422
548,GRUPO SERVOSA,548
23703,GRUPO STT,23703
16701,GRUPO SUPERVIELLE S.A.,16701
25891,GRUPO TAMPICO,25891
3171,GRUPO TELVISTA S.A. DE C.V.,3171
23325,"GRUPO TORRAS, S.A.U.",23325
13189,GRUPO VALORE,13189
13190,GRUPO VALORE SA,13190
28572,GRUPO VE POR MAS,28572
9695,GRUPO VILASECA,9695
2798,GRUPO WU,2798
13204,GRUPPO BANCARIO CASSA CENTRALE BANCA,13204
9868,GRUPPO BANCARIO ICCREA,9868
14460,GRUPPO CONTSHIP SPA,14460
15735,GRUPPO DALMEC,15735
26601,GRUPPO MUTUIONLINE,26601
12052,GRUPPO UNICOMM SPA,12052
1130,GRUS INC,1130
26900,GS Medical Corp,26900
19103,GS MEDICAL CORP.,19103
23269,GS Medical Packaging Inc. ,23269
27193,GS Performance LLC,27193
17500,GSG PPE LLC,17500
21342,GSH CORPORATION LTD,21342
20362,GSM ASSOCIATION,20362
31795,GSP,31795
5606,GSR TECH SYSTEM INC,5606
28540,GST AUTOLEATHER HOLDING COMPANY,28540
17962,GT ADVANCED TECH,17962
22676,GT GETTAXI LTD,22676
11076,GT IRRIGATION SERVICES CONSULTING O/B GARY TAYLOR,11076
31723,GT Motive,31723
12671,GTA HEALTHCARE MANAGEMENT INC.,12671
9559,GTA TECH INC,9559
26729,GTIS BRASIL,26729
26734,GTIS PARTNERS BRASIL,26734
1358,GTN LIMITED,1358
24717,GTY Technology Holdings Inc,24717
5243,GUADALUPE COUNTY HOSPITAL,5243
14136,GUADARRAMA PROYECTOS EDUCATIVOS UAX,14136
22755,Guaranteed Healthcare Staffing Corp,22755
14719,"GUARDANT HEALTH, INC.",14719
26228,Guardian Education & Athletic Services Inc,26228
25343,Guardian Innovations LLC,25343
24321,GUARDIAN TRUST CO LTD,24321
29800,"GUASCOR ENERGY, S.L.",29800
20377,GUD HOLDINGS LIMITED,20377
6305,GUIDEHOUSE LLP,6305
14910,GUIDEIT LLC,14910
5934,GUIFANG ZHAN,5934
9608,GUITON ENVIRONMENTAL CONSULTING LTD,9608
21932,Gulf Coast Supply & Manufacturing LLC,21932
14983,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,14983
21,GULF INTERNATIONAL BANK,21
24835,GULF INVESTMENT CORPORATION,24835
179,GULF ISLAMIC INVESTMENTS,179
6834,GULF KEYSTONE PETROLEUM LTD,6834
24272,GULF MARINE SERVICES PLC,24272
6175,GULF SOUTH RISK,6175
22736,GULF SOUTH RISK MANAGERS LTD,22736
20523,GULF STATES TRAMPOLINE DBA ALTITUDE GULFPORT,20523
27008,Gulf States Trampoline LLC dba Altitude Gulfport,27008
12378,GULL LAKE BAPTIST CAMP LTD.,12378
2998,GULL RIVER ENGINEERING INC.,2998
2724,GULO INC.,2724
10095,GUN IT ENERGY LLC,10095
14915,"GUN MAG WAREHOUSE, LLC",14915
29398,GUNDERSON DETTMER STOUGH VILLENEUVE FRANKLIN AND HACHIGIAN,29398
5455,GUNNELL ENGINEERING LTD.,5455
31210,"Gunnison Tree Services, LLC",31210
28655,GUNPOINT EXPLORATION LTD.,28655
15356,GUNS DOT COM LLC,15356
29692,GUNSTER YOAKLEY AND STEWART,29692
10567,GUNVOR GROUP LTD,10567
22997,GUNVOR GROUP LTD-CYPRUS,22997
25739,"GUOSEN SECURITIES CO., LTD.",25739
23387,GUOTAI JUNAN SECURITIES CO. LTD.,23387
26398,GURRYSHARK CAPITAL PTE LTD,26398
3035,GUS PROIETTI ENGINEERING PROFESSIONAL CORP,3035
31453,Gutehoffnungshutte,31453
4958,GUY BIBEAU FASRS G.B INFORMATIQUE,4958
11597,GUY SIMARD,11597
25218,GUYANA BANK FOR TRADE AND INDUSTRY,25218
13814,GVG ENTERPRISE INC.,13814
3914,GVI CLINICAL DEVELOPMENT SOLUTIONS INC,3914
6214,GVM INTERGRATION INC.,6214
15482,GW HEALTH INC,15482
12525,GW PHARMACEUTICALS,12525
25135,GW Pyro Inc,25135
9760,GWM GROUP HOLDING SA,9760
22054,GWM HOLDING,22054
15649,GWN CAPITAL MANAGEMENT LTD,15649
21013,GWPG AGGREGATOR LLC,21013
14401,GWPUP,14401
13973,"GYANSYS, INC.",13973
4403,GYDLE INC.,4403
15640,"GYM FIT BR, LLC",15640
19150,GYMSHARK,19150
6604,GYMSPORT LLC,6604
21277,GYNEX CORP,21277
22962,Gypsum Technologies Inc,22962
23720,Gyre Global LLC,23720
16628,GYTPOL LTD,16628
29311,H,29311
9383,H & A HEALTH PRODUCTS INC.,9383
24916,H&F Bread CO LLC,24916
22189,H&H Sports Protection USA Inc,22189
3348,H&M USA,3348
26577,H&S CLUB OMAHA INC,26577
1765,H. HUNTER & B. DIETSCHE DBA HB HORIZON BUSINESS SOLUTIONS,1765
8100,H. RENTSCH ASSOCIATES LTD.,8100
16147,H.A. RIDER & SONS,16147
5453,H.D.F VIDEO MONATGE,5453
31179,H.I.G. Milan UK Topco Limited,31179
12292,H.T.S. CONSULTING INC.,12292
24507,H2 Saddles LLC,24507
24379,H2O ASSET MANAGEMENT,24379
9351,H2O ENVIRONMENTAL LTD.,9351
17807,"H2O.AI, INC.",17807
31485,Habacker Property,31485
3651,HABERMEHL DESIGN GROUP INC.,3651
4042,HACH COMPANY,4042
16807,HACHETTE LIVRE USA,16807
3459,HACKWORKS INC,3459
4068,HADI HOSSEINI,4068
31863,"Hadlyme Environmental Engineers, LLC",31863
15576,HAFNIA LIMITED,15576
16236,HAGERTY AUTO RELATED EVENTS,16236
12428,HAGONDALE LIMITED,12428
8042,HAHN & COMPANY,8042
2767,HAIER DEUTSCHLAND GMBH,2767
16793,HAIFA GROUP,16793
29452,HAIGHT BROWN AND BONESTEEL,29452
16403,HAILEY HOLDINGS LTD,16403
25092,HAILIANG INTERNATIONAL HOLDINGS LIMITED,25092
12721,HAILSTONE GAMES,12721
11497,HAINSE DEVELOPPEMENT ORGANISATIONNEL INC.,11497
14720,HAITONG BANK,14720
20418,HAITONG BANK SA,20418
11548,HAKRINBANK,11548
25350,HALCO MINING,25350
22554,HALCYON AGRI CORPORATION LIMITED,22554
29377,HALE AND DORR,29377
10049,HALF CIRCLE,10049
248,"HALF CIRCLE J, LLC DBA: OKC VAPES",248
10048,HALF CIRCLE LLC,10048
26849,Half Off Fireworks LLC,26849
13391,HALFIRE (CANADA) ULC,13391
25625,HALFORDS,25625
6700,HALFORDS GROUP PLC,6700
3542,HALIFAX BIOMEDICAL INC.,3542
29526,HALL BOOTH SMITH,29526
16810,HALL BOYS,16810
29711,HALL ESTILL,29711
5270,HALL PHYSIOTHERAPISTS CORPORATION O/A PHYSIO2U,5270
29509,HALL RENDER KILLIAN HEATH AND LYMAN,29509
20267,HALL SPORTS LLC DBA PRESCOTT ACTION CENTER,20267
24901,Hallam Ass Inc dba Hallam ICS Hallam Engineering LLP Integrated Control Systems,24901
4187,HALLEX ENGINEERING LTD.,4187
14351,HALLHUBER GMBH,14351
26042,Hallier Investments LLC Funbox Holdings LLC Funbox Arcadia LLC Funbox Promenade LLC,26042
11851,HALLMARK PALM SPRINGS ASSISTED LIVING,11851
31002,HALLOW ROAD SPV,31002
17307,HALMA PLC,17307
2627,HALMAN ALDUBI,2627
22598,HALO CREATIVE & DESIGN LIMITED,22598
10585,HALOSENSE INC.,10585
10244,HALTON FILLS FAMILY HEALTH,10244
15805,HALTON GROUP AMERICAS INC,15805
17923,HAMBURG COMMERCIAL BANK AG,17923
19056,HAMBURG PORT AUTHORITY AÖR,19056
21557,HAMBURG TRUST GRUNDVERMÖGEN UND ANLAGE GMBH,21557
17173,HAMBURGER HAFEN UND LOGISTIK AG,17173
29528,HAMILTON BROOK SMITH AND REYNOLDS,29528
28733,Hamilton Business Enterprises LLC DBA Altitude Boise,28733
606,HAMILTON HEALTH CARE SYSTEM,606
20846,HAMILTON PARK ELECTRONICS,20846
9498,HAMILTON PROPERTY TAX AGENTS LTD,9498
15293,HAMILTON THORNE,15293
16033,HAMILTON THORNE LTD.,16033
31910,HAMMEL GREEN AND ABRAHAMSON INC,31910
29111,HAMMEL GREEN AND ABRAHAMSON INC.,29111
9609,HAMMOCK PHARMACEUTICALS INC.,9609
6510,HAMPTONS BABY CO,6510
27138,HANA MICROFINANCE LIMITED,27138
26670,Hance Fireworks,26670
31517,Hancock Concrete,31517
5599,HANCOCK PROSPECTING PTY LTD,5599
18993,"HAND & NAIL HARMONY, INC.",18993
560,HAND AND NAIL HARMONY INC,560
26344,Hand in Hand Group Inc,26344
21251,HAND IN HAND SOAP,21251
21257,HAND IN HAND SOAP LLC,21257
14489,HANDELSVEEM BEHEER BV,14489
23425,Handlebikes Inc,23425
25150,Hands On Healing Spa & Boutique LLC,25150
22279,Handy Equipment Rentals LLC,22279
6943,HANDYMETRICS CORPORATION,6943
1608,"HANG 10 TREESTANDS, LLC",1608
3121,HANG INDOOR PLAYGROUND,3121
5474,HANG LUNG GROUP LIMITED,5474
17391,HANGAR 18 INDOOR CLIMBING GYMS,17391
10571,HANGER ONE ADVENTURE PARK,10571
23801,Hangover Secret Inc,23801
26644,"HANGZHOU SF INTRA-CITY INDISTRIAL CO., LTD.",26644
26568,"HANGZHOU TIGERMED CONSULTING CO., LTD.",26568
27255,Hanley Industries Inc,27255
26429,Hanlyn Property Management Ltd,26429
18999,HANNAH SUROWINSKI,18999
16619,HANNOVER RÜCK SE,16619
10701,HANOVER INVESTORS MANAGEMENT LLP,10701
18749,HANSA INVESTMENT CO,18749
16649,HANSA PARK LLC,16649
20817,HANSA PARKS LLC DBA LAUNCH COLUMBIA AND LAUNCH ROCKLAND,20817
20732,HANSEATIC CAPITAL PARTNERS LLP,20732
29642,HANSEN JACOBSEN TELLER,29642
2103,HANSEN TECHNOLOGIES LIMITED,2103
29644,HANSON BRIDGETT MARCUS VLAHOS AND RUDY,29644
14204,HANWA CO LTD,14204
694,HANWHA Q CELLS,694
18723,"HAO PARTNERS LP, HAO PARTNERS (HOLDINGS) LIMITED, HAO MANAGEMENT LIMITED",18723
29813,HAPAG LLOYD,29813
15689,HAPAG LLOYD AG,15689
29835,HAPAG LLOYD LLC,29835
29843,HAPAG-LLOYD AKTIENGESELLSCHAFT,29843
26370,"HAPBEE TECHNOLOGIES, INC.",26370
18693,HAPEE TECHNOLOGIES INC.,18693
5734,HAPPY FISH TECHNOLOGY INC,5734
10765,"HAPPY HANDS, HAPPY HEART",10765
18261,HAPVIDIA,18261
31551,Harbinger Funds,31551
4746,HARBINGER SCR INC.,4746
3997,HARBOUR & HILLS FINANCIAL SERVICES LTD,3997
23639,HARBOUR ENERGY PLC,23639
10506,HARBOUR NEWS & SMOKE SHOP,10506
22611,Harco Athletic Reconditioning,22611
9581,HARCO COMPANY LIMITED,9581
29114,HARDESTY & HANOVER LLP,29114
4342,HARDIESSE PRODUCTIONS,4342
1238,HARDIN COUNTY GENERAL HOSPITAL,1238
23555,"HARDWOOD HOLDINGS, LLC",23555
3718,HARDY STEVENSON AND ASSOCIATES LIMITED ET AL.,3718
14916,HAREL INSURANCE INVESTMENTS & FINANCIAL SERVICES LTD,14916
6942,HAREL INSURANCE INVESTMENTS AND FINANCIAL SERVICES LTD,6942
14620,HARGRAVES SECURED INVESTMENTS LTD,14620
301,"HARGREAVES LANSDOWN PL
ARGREAVES LANSDOWN PL
ARGREAVES LANSDOWN PLC",301
13293,HARGREAVES SERVICES PLC,13293
29138,HARGROVE & ASSOC,29138
886,HARI LAMSAL,886
17357,HARLEY DAVIDSON,17357
26511,Harleysville Pediatric Home Care Inc dba Firely Pediatric Services Firely Enterprises,26511
4973,HARMAN INTERNATIONAL INDUSTRIES INC,4973
14850,HARMAN KEMP HOLDINGS LTD,14850
14648,HARMONT LIMITED,14648
19036,HARMONY ADVISORS (CAYMAN) LIMITED,19036
5915,HARMONY CREEK GOLF CENTRE LTD.,5915
5045,HARMONY GOLD,5045
18721,HARNG CENTRAL DEPARTMENT STORE CO LTD AND CENTRAL RETAIL CORPORATION PUBLIC COMPANY LIMITED,18721
24015,Harps Food Stores Inc,24015
18563,HARRELLS PRECISION ONE,18563
26020,HARRINGTON INDUSTRIAL PLASTICS LLC,26020
26678,HARRINGTON REINSURANCE HOLDINGS LIMITED,26678
23302,HARSCO CORPORATION,23302
2283,HART NURSING PROFESSIONAL CORPORATION,2283
16954,HARTE HANKS,16954
2375,HARTEN CORP,2375
3039,HARTIFY BRANDS INC.,3039
15806,HARTMANN TRESORE AG,15806
28532,Harvest Moon Fun Farm,28532
29216,HARVEY PENNINGTON CABOT GRIFFITH AND RENNEISEN LIMITED,29216
13156,HARWOOD INVESTMENTS,13156
21434,HARWORTH GROUP PLC,21434
21435,HARWORTH GROUP PLC.,21435
25937,Hash Technologies Inc,25937
15659,HASHED GLOBAL MANAGEMENT LTD,15659
3740,HASHMAP CANADA INC.,3740
26677,Hasse & Nesbitt LLC,26677
28942,HASTINGS ATTORNEYS AT LAW,28942
12944,HASTINGS GROUP HOLDINGS,12944
3181,"HASTINGS, BOULDING, CORREIA CONSULTING ENGINEERS",3181
24040,Hat Creek Rifle & Pistol Club Inc,24040
6863,HATCH DIGITAL INC,6863
31912,HATCHCOS HOLDINGS ,31912
10725,"HATCHER OUTDOOR, LLC",10725
23917,Hatsan USA Inc,23917
23181,Hatshe Blends LLC,23181
21787,Haulotte US Inc,21787
21561,HAUS CRAMER HOLDING KG,21561
10515,HAVA ENGINEERING LTD.,10515
2454,HAVATTERS WILDLIFE ZOO,2454
18311,HAVERTYS,18311
24742,HAVFRAM,24742
5463,HAVS LLC,5463
6196,HAVZ,6196
15435,HAVZ LLC,15435
6909,HAWAII ACADEMY,6909
18004,HAWAII FIVE OCEANS LLC,18004
23453,Hawaii Racing Inc,23453
22870,"HAWAIIAN HOLDINGS, INC.",22870
