SICCode,SICClass,Class,SuperClass,MacroDescription,SectorName,SectorID,F5Adj,UWComment,UWMessage,RegLevel,NONSCALevel,FrequencyGroup,SICCombined
1321,NATURAL GAS LIQUIDS,NATURAL GAS LIQUIDS,OIL AND GAS EXTRACTION,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,NATURAL GAS LIQUIDS (1321)
1381,DRILLING OIL AND GAS WELLS,OIL AND GAS FIELD SERVICES,OIL AND GAS EXTRACTION,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,DRILLING OIL AND GAS WELLS (1381)
1382,OIL AND GAS EXPLORATION SERVICES,OIL AND GAS FIELD SERVICES,OIL AND GAS EXTRACTION,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,OIL AND GAS EXPLORATION SERVICES (1382)
1389,"OIL AND GAS FIELD SERVICES, NEC",OIL AND GAS FIELD SERVICES,OIL AND GAS EXTRACTION,NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"OIL AND GAS FIELD SERVICES, NEC (1389)"
1400,"NONMETALLIC MINERALS, EXCEPT FUELS","NONMETALLIC MINERALS, EXCEPT FUELS","NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"NONMETALLIC MINERALS, EXCEPT FUELS (1400)"
1411,DIMENSION STONE,DIMENSION STONE,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,DIMENSION STONE (1411)
1422,CRUSHED AND BROKEN LIMESTONE,CRUSHED AND BROKEN STONE,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,CRUSHED AND BROKEN LIMESTONE (1422)
1423,CRUSHED AND BROKEN GRANITE,CRUSHED AND BROKEN STONE,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,CRUSHED AND BROKEN GRANITE (1423)
1429,"CRUSHED AND BROKEN STONE, NEC",CRUSHED AND BROKEN STONE,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"CRUSHED AND BROKEN STONE, NEC (1429)"
1442,CONSTRUCTION SAND AND GRAVEL,SAND AND GRAVEL,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,CONSTRUCTION SAND AND GRAVEL (1442)
1446,INDUSTRIAL SAND,SAND AND GRAVEL,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,INDUSTRIAL SAND (1446)
1455,KAOLIN AND BALL CLAY,"CLAY, CERAMIC & REFRACTORY MINERALS","NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,KAOLIN AND BALL CLAY (1455)
1459,"CLAY AND RELATED MINERALS, NEC","CLAY, CERAMIC & REFRACTORY MINERALS","NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"CLAY AND RELATED MINERALS, NEC (1459)"
1474,"POTASH, SODA, AND BORATE MINERALS",CHEMICAL AND FERTILIZER MINERALS,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,"POTASH, SODA, AND BORATE MINERALS (1474)"
1475,PHOSPHATE ROCK,CHEMICAL AND FERTILIZER MINERALS,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,PHOSPHATE ROCK (1475)
1479,CHEMICAL AND FERTILIZER MINING,CHEMICAL AND FERTILIZER MINERALS,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,CHEMICAL AND FERTILIZER MINING (1479)
1481,NONMETALLIC MINERAL SERVICES,NONMETALLIC MINERALS SERVICES,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,NONMETALLIC MINERAL SERVICES (1481)
1499,MISCELLANEOUS NONMETALLIC MINING,MISCELLANEOUS NONMETALLIC MINERALS,"NONMETALLIC MINERALS, EXCEPT FUELS",NATURAL RESOURCES,NATURAL RESOURCES,29,0.026730000000000004,test,"Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
For Gold & Precious Metals companies increase frequency by 25%, these companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use of tailings dams and toxic chemicals.
Be wary of mining companies for raw materials used in the EV industry

Beware Oil Majors, these companies may be highly exposed to environmental litigation
Beware Thermal Coal Companies
Beware miners exposed to countries with unstable governments and high risk of corruption
Beware deep sea mining",1,1,S,MISCELLANEOUS NONMETALLIC MINING (1499)
1520,RESIDENTIAL BUILDING CONSTRUCTION,RESIDENTIAL BUILDING CONSTRUCTION,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,RESIDENTIAL BUILDING CONSTRUCTION (1520)
1521,SINGLE-FAMILY HOUSING CONSTRUCTION,RESIDENTIAL BUILDING CONSTRUCTION,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,SINGLE-FAMILY HOUSING CONSTRUCTION (1521)
1522,"RESIDENTIAL CONSTRUCTION, NEC",RESIDENTIAL BUILDING CONSTRUCTION,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"RESIDENTIAL CONSTRUCTION, NEC (1522)"
1531,OPERATIVE BUILDERS,OPERATIVE BUILDERS,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,OPERATIVE BUILDERS (1531)
1540,NONRESIDENTIAL BUILDING CONSTRUCTION,NONRESIDENTIAL BUILDING CONSTRUCTION,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,NONRESIDENTIAL BUILDING CONSTRUCTION (1540)
1541,INDUSTRIAL BUILDINGS AND WAREHOUSES,NONRESIDENTIAL BUILDING CONSTRUCTION,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,INDUSTRIAL BUILDINGS AND WAREHOUSES (1541)
1542,"NONRESIDENTIAL CONSTRUCTION, NEC",NONRESIDENTIAL BUILDING CONSTRUCTION,GENERAL BUILDING CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"NONRESIDENTIAL CONSTRUCTION, NEC (1542)"
1600,"HEAVY CONSTRUCTION, EXCEPT BUILDING","HEAVY CONSTRUCTION, EXCEPT BUILDING","HEAVY CONSTRUCTION, EXCEPT BUILDING",CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"HEAVY CONSTRUCTION, EXCEPT BUILDING (1600)"
1611,HIGHWAY AND STREET CONSTRUCTION,HIGHWAY AND STREET CONSTRUCTION,"HEAVY CONSTRUCTION, EXCEPT BUILDING",CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,HIGHWAY AND STREET CONSTRUCTION (1611)
1622,"BRIDGE, TUNNEL, AND ELEVATED HIGHWAY","HEAVY CONSTRUCTION, EXCEPT HIGHWAY","HEAVY CONSTRUCTION, EXCEPT BUILDING",CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"BRIDGE, TUNNEL, AND ELEVATED HIGHWAY (1622)"
1623,"WATER, SEWER, AND UTILITY LINES","HEAVY CONSTRUCTION, EXCEPT HIGHWAY","HEAVY CONSTRUCTION, EXCEPT BUILDING",CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"WATER, SEWER, AND UTILITY LINES (1623)"
1629,"HEAVY CONSTRUCTION, NEC","HEAVY CONSTRUCTION, EXCEPT HIGHWAY","HEAVY CONSTRUCTION, EXCEPT BUILDING",CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"HEAVY CONSTRUCTION, NEC (1629)"
1700,SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,SPECIAL TRADE CONTRACTORS (1700)
1711,"PLUMBING, HEATING, AIR-CONDITIONING","PLUMBING, HEATING, AIRCONDITIONING",SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"PLUMBING, HEATING, AIR-CONDITIONING (1711)"
1721,PAINTING AND PAPER HANGING,PAINTING AND PAPER HANGING,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,PAINTING AND PAPER HANGING (1721)
1731,ELECTRICAL WORK,ELECTRICAL WORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,ELECTRICAL WORK (1731)
1741,MASONRY AND OTHER STONEWORK,MASONRY AND OTHER STONEWORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,MASONRY AND OTHER STONEWORK (1741)
1742,"PLASTERING, DRYWALL, AND INSULATION",MASONRY AND OTHER STONEWORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"PLASTERING, DRYWALL, AND INSULATION (1742)"
1743,"TERRAZZO, TILE, MARBLE, MOSAIC WORK",MASONRY AND OTHER STONEWORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"TERRAZZO, TILE, MARBLE, MOSAIC WORK (1743)"
1751,CARPENTRY WORK,CARPENTRY AND FLOOR WORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,CARPENTRY WORK (1751)
1752,"FLOOR LAYING AND FLOOR WORK, NEC",CARPENTRY AND FLOOR WORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"FLOOR LAYING AND FLOOR WORK, NEC (1752)"
1761,"ROOFING, SIDING, AND SHEETMETAL WORK","ROOFING, SIDING, AND SHEET METAL WORK",SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,"ROOFING, SIDING, AND SHEETMETAL WORK (1761)"
1771,CONCRETE WORK,CONCRETE WORK,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,CONCRETE WORK (1771)
1781,WATER WELL DRILLING,WATER WELL DRILLING,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,WATER WELL DRILLING (1781)
1791,STRUCTURAL STEEL ERECTION,MISCELLANEOUS SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,CONSTRUCTION,14,0.03,test,"- Decrease frequency for stable and best in class companies by up to 25% 
-  Beware of regulatory issues  
-  Consider recession exposure, CRE debt refinance exposures
-  Look out for fall in # of home constructions and project starts as indicators of economic concern 
-  Consider supply /absorbtion characteristics for industries and geographies served  ",1,1,S,STRUCTURAL STEEL ERECTION (1791)
