Effective_Dt,SIC,Sector_Desc,Sector,Comment,Message,freqband5,f5Adj,InternationalIndustry,SICClass,dup,N_SIC,NAICS,NAICS Title,MMPEPL_COBMap,EPL_COBFactor,MMP - High Risk Segments
44621,3554,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,PAPER INDUSTRIES MACHINERY,1,3554,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3555,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,PRINTING TRADES MACHINERY,1,3555,333244,Printing Machinery and Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3556,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,FOOD PRODUCTS MACHINERY,1,3556,333241,Food Product Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3559,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"SPECIAL INDUSTRY MACHINERY, N.E.C.",1,3559,332410,Power Boiler and Heat Exchanger Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3560,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3560,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3561,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,PUMPS AND PUMPING EQUIPMENT,1,3561,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3562,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,BALL AND ROLLER BEARINGS,1,3562,332991,Ball and Roller Bearing Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3563,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,AIR AND GAS COMPRESSORS,1,3563,333912,Air and Gas Compressor Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3564,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,BLOWERS AND FANS,1,3564,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3565,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,PACKAGING MACHINERY,1,3565,333993,Packaging Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3566,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"SPEED CHANGERS, DRIVES, AND GEARS",1,3566,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3567,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,INDUSTRIAL FURNACES AND OVENS,1,3567,333994,Industrial Process Furnace and Oven Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3568,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"POWER TRANSMISSION EQUIPMENT, N.E.C.",1,3568,333613,Mechanical Power Transmission Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3569,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"GENERAL INDUSTRIAL MACHINERY, N.E.C.",1,3569,314999,All Other Miscellaneous Textile Product Mills,"Class not in Table A, B, C, or D",1,No
44621,3570,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3570,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3571,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ELECTRONIC COMPUTERS,1,3571,334111,Electronic Computer Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3572,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,COMPUTER STORAGE DEVICES,1,3572,334112,Computer Storage Device Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3575,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,COMPUTER TERMINALS,1,3575,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3577,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,"COMPUTER PERIPHERAL EQUIPMENT, N.E.C.",1,3577,333316,Photographic and Photocopying Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3578,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,CALCULATING AND ACCOUNTING EQUIPMENT,1,3578,333316,Photographic and Photocopying Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3579,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,"OFFICE MACHINES, N.E.C.",1,3579,333318,Other Commercial and Service Industry Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3580,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3580,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3581,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Food & Staples,AUTOMATIC VENDING MACHINES,1,3581,333318,Other Commercial and Service Industry Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3582,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,COMMERCIAL LAUNDRY EQUIPMENT,1,3582,333318,Other Commercial and Service Industry Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3585,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,REFRIGERATION AND HEATING EQUIPMENT,1,3585,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3586,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,MEASURING AND DISPENSING PUMPS,1,3586,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3589,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"SPECIAL INDUSTRY MACHINERY, N.E.C.",1,3589,333318,Other Commercial and Service Industry Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3590,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3590,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3592,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"CARBURETORS, PISTONS,RINGS, VALVES",1,3592,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3593,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,FLUID POWER CYLINDERS & ACTUATORS,1,3593,333995,Fluid Power Cylinder and Actuator Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3594,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,FLUID POWER PUMPS AND MOTORS,1,3594,333996,Fluid Power Pump and Motor Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3596,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"SCALES AND BALANCES, EXCEPT LABORATORY",1,3596,333997,Scale and Balance Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3599,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"INDUSTRIAL MACHINERY, N.E.C.",1,3599,332710,Machine Shops,"Class not in Table A, B, C, or D",1,No
44621,3600,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3600,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3612,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"TRANSFORMERS, EXCEPT ELECTRONIC",1,3612,335311,"Power, Distribution, and Specialty Transformer Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3613,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,SWITCHGEAR AND SWITCHBOARD APPARATUS,1,3613,335313,Switchgear and Switchboard Apparatus Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3620,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3620,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3621,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,MOTORS AND GENERATORS,1,3621,335312,Motor and Generator Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3624,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Construction & Engineering,CARBON AND GRAPHITE PRODUCTS,1,3624,335991,Carbon and Graphite Product Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3625,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Construction & Engineering,RELAYS AND INDUSTRIAL CONTROLS,1,3625,335314,Relay and Industrial Control Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3629,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Machinery,"ELECTRICAL INDUSTRIAL APPARATUS, N.E.C.",1,3629,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3630,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3630,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3631,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,HOUSEHOLD COOKING EQUIPMENT,1,3631,335220,Major Household Appliance Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3632,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,HOUSEHOLD REFRIGERATORS AND FREEZERS,1,3632,335220,Major Household Appliance Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3633,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,HOUSEHOLD LAUNDRY EQUIPMENT,1,3633,335220,Major Household Appliance Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3634,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,ELECTRIC HOUSEWARES AND FANS,1,3634,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3635,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,HOUSEHOLD VACUUM CLEANERS,1,3635,335210,Small Electrical Appliance Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3639,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,"HOUSEHOLD APPLIANCES, N.E.C.",1,3639,333249,Other Industrial Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3640,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3640,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3641,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,ELECTRIC LAMPS,1,3641,335110,Electric Lamp Bulb and Part Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3643,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,CURRENT-CARRYING WIRING DEVICES,1,3643,335931,Current-Carrying Wiring Device Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3644,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,NONCURRENT-CARRYING WIRING DEVICES,1,3644,332216,Saw Blade and Handtool Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3645,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,RESIDENTIAL LIGHTING FIXTURES,1,3645,335121,Residential Electric Lighting Fixture Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3646,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,COMMERCIAL LIGHTING FIXTURES,1,3646,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3647,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,VEHICULAR LIGHTING EQUIPMENT,1,3647,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3648,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,"LIGHTING EQUIPMENT, N.E.C.",1,3648,335129,Other Lighting Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3651,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Household Durables,HOUSEHOLD AUDIO AND VIDEO EQUIPMENT,1,3651,334310,Audio and Video Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3652,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,PRERECORDED RECORDS AND TAPES,1,3652,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing","Class not in Table A, B, C, or D",1,No
44621,3670,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3670,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3671,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ELECTRON TUBES,1,3671,334419,Other Electronic Component Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3675,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ELECTRONIC CAPACITORS,1,3675,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3676,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ELECTRONIC RESISTORS,1,3676,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3677,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ELECTRONIC COILS AND TRANSFORMERS,1,3677,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","Class not in Table A, B, C, or D",1,No
44621,3678,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ELECTRONIC CONNECTORS,1,3678,334417,Electronic Connector Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3679,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,"ELECTRONIC COMPONENTS, N.E.C.",1,3679,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3690,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,1,3690,316210,Footwear Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3691,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,STORAGE BATTERIES,1,3691,335911,Storage Battery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3692,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,"PRIMARY BATTERIES, DRY AND WET",1,3692,335912,Primary Battery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3694,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,ENGINE ELECTRICAL EQUIPMENT,1,3694,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3695,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,MAGNETIC AND OPTICAL RECORDING MEDIA,1,3695,334613,Blank Magnetic and Optical Recording Media Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3699,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Electrical Equipment,"ELECTRICAL EQUIPMENT & SUPPLIES, N.E.C.",1,3699,333318,Other Commercial and Service Industry Machinery Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3711,MANUFACTURING (DURABLE),21,,"- Be aware of the different types of companies in this sector. 
- Decrease frequency for traditional manufacturers by up to 25% and underwrite the more tech manufacturers via the SIC blend or up to 25% increase in frequency on the rate. ",0,0.020946778,Automobiles,MOTOR VEHICLES AND CAR BODIES,1,3711,336111,Automobile Manufacturing,"Class not in Table A, B, C, or D",1,No
